sr_number,sr_type,owner_department,created_date,closed_date,days_to_close,sla_days,excess_days,ward
SR20-03949238,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2020-04-21 04:19:24,2021-03-29 10:22:47,342.25234953703705,10.0,332.25234953703705,34.0
SR19-02288045,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-23 15:25:32,2020-07-30 19:24:27,342.1659143518518,10.0,332.1659143518518,17.0
SR19-00002679,Alley Light Out Complaint,CDOT - Department of Transportation,2019-01-01 19:21:31,2019-12-09 20:30:08,342.04765046296296,10.0,332.04765046296296,8.0
SR20-03274377,Shared Cost Sidewalk Program Request,CDOT - Department of Transportation,2020-01-07 11:56:35,2020-12-14 10:12:54,341.9279976851852,10.0,331.9279976851852,21.0
SR21-00858138,Tree Removal Inspection,Streets and Sanitation,2021-05-21 14:46:11,2022-04-28 08:04:22,341.72096064814815,10.0,331.72096064814815,23.0
SR20-04811003,Sidewalk Inspection Request,CDOT - Department of Transportation,2020-08-12 14:10:00,2021-07-20 07:27:14,341.7203009259259,10.0,331.7203009259259,36.0
SR19-00013340,Alley Light Out Complaint,CDOT - Department of Transportation,2019-01-04 08:35:51,2019-12-11 20:40:30,341.50322916666664,10.0,331.50322916666664,16.0
SR19-02513545,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2019-09-18 09:37:41,2020-08-24 14:00:24,341.18244212962964,10.0,331.18244212962964,15.0
SR19-02140952,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-08-07 07:25:31,2020-07-13 09:42:38,341.0952199074074,10.0,331.0952199074074,17.0
SR25-00347760,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-05 11:53:25,2026-02-09 13:42:46,341.0759375,10.0,331.0759375,18.0
SR19-01699860,Tree Removal Inspection,Streets and Sanitation,2019-06-13 14:15:51,2020-05-19 15:25:45,341.04854166666667,10.0,331.04854166666667,34.0
SR19-02350941,No Building Permit and Construction Violation,DOB - Buildings,2019-08-30 15:31:48,2020-08-05 14:54:49,340.97431712962964,10.0,330.97431712962964,37.0
SR20-03827099,Street Light Out Complaint,CDOT - Department of Transportation,2020-04-02 00:54:08,2021-03-08 06:23:34,340.22877314814815,10.0,330.22877314814815,11.0
SR19-01164180,Tree Removal Inspection,Streets and Sanitation,2019-03-15 08:27:19,2020-02-18 09:42:57,340.05252314814817,10.0,330.05252314814817,1.0
SR23-00561919,Sidewalk Inspection Request,CDOT - Department of Transportation,2023-04-13 12:23:25,2024-03-18 12:51:07,340.0192361111111,10.0,330.0192361111111,18.0
SR19-03098310,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-12-08 14:08:48,2020-11-12 12:44:18,339.94131944444445,10.0,329.94131944444445,45.0
SR19-02289636,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-23 18:45:30,2020-07-28 15:31:25,339.8652199074074,10.0,329.8652199074074,39.0
SR19-02289648,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-23 18:46:41,2020-07-28 15:31:25,339.86439814814815,10.0,329.86439814814815,39.0
SR19-02289821,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-23 19:13:04,2020-07-28 15:31:25,339.8460763888889,10.0,329.8460763888889,39.0
SR19-01352536,Restaurant Complaint,Health,2019-04-18 19:54:58,2020-03-23 15:33:08,339.81817129629627,10.0,329.81817129629627,14.0
SR19-00110971,Pothole in Street Complaint,CDOT - Department of Transportation,2019-01-24 11:46:12,2019-12-30 06:28:21,339.7792708333333,10.0,329.7792708333333,11.0
SR19-02291326,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-23 23:41:42,2020-07-28 15:31:25,339.65952546296296,10.0,329.65952546296296,39.0
SR19-02291336,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-23 23:44:21,2020-07-28 15:31:25,339.6576851851852,10.0,329.6576851851852,39.0
SR19-02291349,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-23 23:46:48,2020-07-28 15:31:25,339.6559837962963,10.0,329.6559837962963,39.0
SR19-01027268,Street Light Out Complaint,CDOT - Department of Transportation,2019-02-17 22:49:44,2020-01-23 09:42:06,339.4530324074074,10.0,329.4530324074074,33.0
SR21-00678738,Low Water Pressure Complaint,DWM - Department of Water Management,2021-04-26 00:43:31,2022-03-31 08:44:54,339.3342939814815,10.0,329.3342939814815,34.0
SR19-02309851,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-26 13:43:13,2020-07-30 19:24:27,339.2369675925926,10.0,329.2369675925926,17.0
SR19-01659458,Tree Planting Request,Streets and Sanitation,2019-06-08 09:39:05,2020-05-12 14:01:47,339.1824305555556,10.0,329.1824305555556,10.0
SR25-00409291,Street Light Pole Door Missing Complaint,CDOT - Department of Transportation,2025-03-14 12:25:55,2026-02-16 14:31:51,339.0874537037037,10.0,329.0874537037037,46.0
SR25-00333246,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-03 09:02:05,2026-02-05 10:11:37,339.048287037037,10.0,329.048287037037,21.0
SR19-00115715,Pothole in Street Complaint,CDOT - Department of Transportation,2019-01-25 10:21:22,2019-12-30 06:28:21,338.83818287037036,10.0,328.83818287037036,11.0
SR19-01631729,Sidewalk Inspection Request,CDOT - Department of Transportation,2019-06-04 16:28:49,2020-05-08 11:41:48,338.8006828703704,10.0,328.8006828703704,19.0
SR19-01541331,Street Light Pole Door Missing Complaint,CDOT - Department of Transportation,2019-05-22 12:42:41,2020-04-24 18:44:34,338.2513078703704,10.0,328.2513078703704,9.0
SR19-02446215,Tree Planting Request,Streets and Sanitation,2019-09-11 08:33:24,2020-08-14 14:05:38,338.2307175925926,10.0,328.2307175925926,49.0
SR19-00962397,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-05 11:14:40,2020-01-09 14:48:51,338.1487384259259,10.0,328.1487384259259,19.0
SR19-01032901,Street Light Out Complaint,CDOT - Department of Transportation,2019-02-19 06:48:35,2020-01-23 09:42:06,338.12049768518517,10.0,328.12049768518517,33.0
SR19-02321481,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-27 16:36:08,2020-07-30 19:24:27,338.1168865740741,10.0,328.1168865740741,17.0
SR19-02321504,Alley Light Out Complaint,CDOT - Department of Transportation,2019-08-27 16:39:01,2020-07-30 19:24:27,338.11488425925927,10.0,328.11488425925927,17.0
SR25-00329861,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-02 11:15:51,2026-02-03 11:18:20,338.00172453703703,10.0,328.00172453703703,46.0
SR19-01069578,Alley Pothole Complaint,CDOT - Department of Transportation,2019-02-25 14:35:25,2020-01-29 13:07:54,337.93922453703703,10.0,327.93922453703703,35.0
SR19-02776560,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-21 14:46:07,2020-09-23 12:45:22,337.91614583333336,10.0,327.91614583333336,16.0
SR25-00271269,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-02-19 20:26:29,2026-01-23 15:02:32,337.77503472222224,10.0,327.77503472222224,37.0
SR19-01038642,Street Light Out Complaint,CDOT - Department of Transportation,2019-02-19 17:31:51,2020-01-23 09:37:38,337.67068287037034,10.0,327.67068287037034,50.0
SR19-00006883,Alley Light Out Complaint,CDOT - Department of Transportation,2019-01-02 16:58:50,2019-12-06 06:19:15,337.5558449074074,10.0,327.5558449074074,20.0
SR20-04199031,Tree Planting Request,Streets and Sanitation,2020-05-25 17:15:45,2021-04-28 03:25:10,337.4232060185185,10.0,327.4232060185185,31.0
SR20-03272417,Shared Cost Sidewalk Program Request,CDOT - Department of Transportation,2020-01-07 09:11:24,2020-12-09 13:56:39,337.1980902777778,10.0,327.1980902777778,23.0
SR20-04683365,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-07-28 09:19:58,2021-06-30 12:16:17,337.12244212962963,10.0,327.12244212962963,45.0
SR19-01040504,Street Light Out Complaint,CDOT - Department of Transportation,2019-02-20 07:13:10,2020-01-23 09:37:38,337.1003240740741,10.0,327.1003240740741,50.0
SR19-02895728,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-11-06 11:37:19,2020-10-08 13:24:59,337.0747685185185,10.0,327.0747685185185,19.0
SR25-00340015,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-04 10:53:40,2026-02-04 10:07:05,336.967650462963,10.0,326.967650462963,39.0
SR23-01186727,Tree Planting Request,Streets and Sanitation,2023-07-21 11:37:32,2024-06-22 10:29:58,336.9530787037037,10.0,326.9530787037037,11.0
SR19-01664618,Tree Planting Request,Streets and Sanitation,2019-06-09 15:55:28,2020-05-11 12:55:06,336.87474537037036,10.0,326.87474537037036,41.0
SR19-02023785,Alley Light Out Complaint,CDOT - Department of Transportation,2019-07-24 02:10:15,2020-06-24 19:53:48,336.7385763888889,10.0,326.7385763888889,6.0
SR25-00373796,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-09 20:18:55,2026-02-09 13:42:46,336.72489583333333,10.0,326.72489583333333,18.0
SR19-01924166,Tree Planting Request,Streets and Sanitation,2019-07-11 17:58:54,2020-06-12 09:39:48,336.6534027777778,10.0,326.6534027777778,24.0
SR19-00012566,Alley Light Out Complaint,CDOT - Department of Transportation,2019-01-03 21:57:51,2019-12-06 06:28:55,336.3549074074074,10.0,326.3549074074074,20.0
SR20-04658961,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-07-24 12:37:00,2021-06-25 17:50:17,336.21755787037034,10.0,326.21755787037034,36.0
SR19-02795541,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-23 14:11:10,2020-09-23 13:47:19,335.9834375,10.0,325.9834375,37.0
SR20-04402485,Tree Planting Request,Streets and Sanitation,2020-06-22 09:12:26,2021-05-24 08:45:13,335.98109953703704,10.0,325.98109953703704,45.0
SR19-01217927,Alley Pothole Complaint,CDOT - Department of Transportation,2019-03-25 13:22:03,2020-02-24 12:29:11,335.96328703703705,10.0,325.96328703703705,35.0
SR19-01128577,Pothole in Street Complaint,CDOT - Department of Transportation,2019-03-08 16:46:48,2020-02-07 14:26:13,335.9023726851852,10.0,325.9023726851852,
SR19-02252383,Traffic Signal Out Complaint,CDOT - Department of Transportation,2019-08-20 09:13:40,2020-07-21 06:20:35,335.8798032407407,10.0,325.8798032407407,28.0
SR19-01206720,Tree Planting Request,Streets and Sanitation,2019-03-22 16:15:32,2020-02-21 08:41:51,335.68494212962963,10.0,325.68494212962963,43.0
SR19-01552812,Tree Planting Request,Streets and Sanitation,2019-05-23 17:11:38,2020-04-23 08:58:10,335.6573148148148,10.0,325.6573148148148,45.0
SR25-00305444,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-02-26 05:20:46,2026-01-27 08:52:55,335.14732638888887,10.0,325.14732638888887,38.0
SR25-00305463,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-02-26 05:32:34,2026-01-27 08:52:55,335.13913194444444,10.0,325.13913194444444,38.0
SR20-04589803,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-07-16 11:16:34,2021-06-16 12:34:50,335.05435185185183,10.0,325.05435185185183,36.0
SR19-03044503,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-11-29 17:05:23,2020-10-29 11:45:48,334.7780671296296,10.0,324.7780671296296,47.0
SR19-02445135,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-09-11 01:43:13,2020-08-10 15:14:37,334.56347222222223,10.0,324.56347222222223,21.0
SR19-01226504,Pothole in Street Complaint,CDOT - Department of Transportation,2019-03-26 21:59:44,2020-02-24 11:26:35,334.5603125,10.0,324.5603125,
SR19-00007592,Street Light Pole Door Missing Complaint,CDOT - Department of Transportation,2019-01-02 20:53:03,2019-12-03 08:21:19,334.477962962963,10.0,324.477962962963,43.0
SR19-00074437,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2019-01-16 10:31:51,2019-12-16 13:57:16,334.142650462963,10.0,324.142650462963,29.0
SR19-01596436,Tree Planting Request,Streets and Sanitation,2019-05-30 11:59:22,2020-04-28 11:38:55,333.98579861111114,10.0,323.98579861111114,45.0
SR19-02342929,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:34:45,2020-07-28 15:31:25,333.91435185185185,10.0,323.91435185185185,39.0
SR19-02342947,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:36:06,2020-07-28 15:31:25,333.9134143518518,10.0,323.9134143518518,39.0
SR20-04011299,Water On Street Complaint,DWM - Department of Water Management,2020-04-29 12:26:00,2021-03-29 10:20:48,333.91305555555556,10.0,323.91305555555556,34.0
SR19-02342964,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:37:25,2020-07-28 15:31:25,333.9125,10.0,323.9125,39.0
SR19-02342975,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:38:31,2020-07-28 15:31:25,333.9117361111111,10.0,323.9117361111111,39.0
SR19-02342986,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:39:40,2020-07-28 15:31:25,333.9109375,10.0,323.9109375,39.0
SR19-02343003,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:41:52,2020-07-28 15:31:25,333.9094097222222,10.0,323.9094097222222,39.0
SR19-02343016,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:43:22,2020-07-28 15:31:25,333.90836805555557,10.0,323.90836805555557,39.0
SR19-02343024,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-08-29 17:44:29,2020-07-28 15:31:25,333.9075925925926,10.0,323.9075925925926,39.0
SR19-01758117,Tree Removal Inspection,Streets and Sanitation,2019-06-20 23:03:47,2020-05-19 16:27:39,333.7249074074074,10.0,323.7249074074074,9.0
SR19-02470969,Alley Light Out Complaint,CDOT - Department of Transportation,2019-09-12 20:42:46,2020-08-11 06:09:09,333.39332175925927,10.0,323.39332175925927,10.0
SR25-00400028,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-13 08:45:16,2026-02-09 13:42:46,333.20659722222223,10.0,323.20659722222223,18.0
SR19-02776454,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-21 14:37:03,2020-09-18 13:12:16,332.9411226851852,10.0,322.9411226851852,14.0
SR19-01351733,Sewer Cave-In Inspection Request,DWM - Department of Water Management,2019-04-18 16:47:38,2020-03-16 11:45:16,332.7900231481481,10.0,322.7900231481481,43.0
SR20-03359064,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2020-01-20 19:34:06,2020-12-18 10:38:04,332.62775462962964,10.0,322.62775462962964,27.0
SR25-00358938,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-06 22:45:38,2026-02-02 13:36:06,332.61837962962966,10.0,322.61837962962966,45.0
SR18-00220044,Alley Light Out Complaint,CDOT - Department of Transportation,2018-12-21 08:56:26,2019-11-18 18:45:46,332.4092592592593,10.0,322.4092592592593,26.0
SR19-00979721,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-08 06:44:11,2020-01-06 13:20:28,332.27519675925925,10.0,322.27519675925925,8.0
SR19-01575265,Tree Removal Inspection,Streets and Sanitation,2019-05-28 07:10:30,2020-04-24 10:03:27,332.1201041666667,10.0,322.1201041666667,8.0
SR20-04443631,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-06-27 10:53:59,2021-05-25 11:26:05,332.02229166666666,10.0,322.02229166666666,21.0
SR19-00145737,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-01 07:51:14,2019-12-30 06:30:03,331.9436226851852,10.0,321.9436226851852,25.0
SR20-03847072,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-04-05 10:48:01,2021-03-03 08:15:07,331.89381944444443,10.0,321.89381944444443,31.0
SR19-02311031,Water On Street Complaint,DWM - Department of Water Management,2019-08-26 15:16:56,2020-07-23 09:30:32,331.75944444444445,10.0,321.75944444444445,13.0
SR20-04617309,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-07-19 20:00:46,2021-06-16 13:18:38,331.7207407407407,10.0,321.7207407407407,36.0
SR20-05713566,Sidewalk Inspection Request,CDOT - Department of Transportation,2020-12-29 15:16:25,2021-11-26 07:58:15,331.6957175925926,10.0,321.6957175925926,47.0
SR20-04324442,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-06-11 02:56:02,2021-05-08 11:37:56,331.36243055555553,10.0,321.36243055555553,21.0
SR20-05666354,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-12-21 08:35:15,2021-11-17 12:10:35,331.149537037037,10.0,321.149537037037,48.0
SR18-00198037,Alley Light Out Complaint,CDOT - Department of Transportation,2018-12-19 13:46:38,2019-11-15 15:56:17,331.09003472222224,10.0,321.09003472222224,21.0
SR19-01585284,Tree Removal Inspection,Streets and Sanitation,2019-05-29 09:20:45,2020-04-24 10:03:27,331.02965277777776,10.0,321.02965277777776,8.0
SR19-01228282,Alley Pothole Complaint,CDOT - Department of Transportation,2019-03-27 10:26:45,2020-02-21 09:48:40,330.9735532407407,10.0,320.9735532407407,26.0
SR18-00200634,Alley Light Out Complaint,CDOT - Department of Transportation,2018-12-19 17:25:43,2019-11-15 15:56:17,330.93789351851854,10.0,320.93789351851854,21.0
SR19-00076469,Tree Planting Request,Streets and Sanitation,2019-01-16 15:32:53,2019-12-13 08:26:02,330.7035763888889,10.0,320.7035763888889,48.0
SR18-00213854,Alley Light Out Complaint,CDOT - Department of Transportation,2018-12-20 00:00:50,2019-11-15 15:56:17,330.66350694444446,10.0,320.66350694444446,21.0
SR19-02372333,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-09-03 08:40:12,2020-07-29 14:48:03,330.2554513888889,10.0,320.2554513888889,26.0
SR19-02372390,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-09-03 08:46:07,2020-07-29 14:47:40,330.25107638888886,10.0,320.25107638888886,26.0
SR18-00194446,Alley Light Out Complaint,CDOT - Department of Transportation,2018-12-18 19:53:34,2019-11-13 20:39:54,330.0321759259259,10.0,320.0321759259259,21.0
SR19-00076486,Tree Planting Request,Streets and Sanitation,2019-01-16 15:35:15,2019-12-12 16:04:06,330.02003472222225,10.0,320.02003472222225,48.0
SR19-01163159,Alley Light Out Complaint,CDOT - Department of Transportation,2019-03-14 23:41:47,2020-02-07 17:25:20,329.7385763888889,10.0,319.7385763888889,25.0
SR19-01961634,Alley Light Out Complaint,CDOT - Department of Transportation,2019-07-16 16:59:49,2020-06-10 08:50:47,329.6603935185185,10.0,319.6603935185185,22.0
SR19-02374049,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-09-03 10:53:04,2020-07-28 16:53:00,329.2499537037037,10.0,319.2499537037037,26.0
SR19-01620365,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-06-03 12:31:15,2020-04-27 16:06:15,329.14930555555554,10.0,319.14930555555554,4.0
SR19-02338623,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-08-29 11:11:52,2020-07-23 11:47:08,329.02449074074076,10.0,319.02449074074076,21.0
SR19-02849590,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-10-30 13:36:34,2020-09-23 13:47:19,329.0074652777778,10.0,319.0074652777778,37.0
SR19-00081086,Alley Pothole Complaint,CDOT - Department of Transportation,2019-01-17 13:55:26,2019-12-12 12:06:36,328.9244212962963,10.0,318.9244212962963,35.0
SR25-00386674,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-11 12:21:34,2026-02-03 10:27:30,328.92078703703703,10.0,318.92078703703703,7.0
SR19-00157199,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-04 08:22:28,2019-12-30 06:28:21,328.9207523148148,10.0,318.9207523148148,11.0
SR21-01227720,Sidewalk Inspection Request,CDOT - Department of Transportation,2021-07-14 17:27:41,2022-06-08 14:44:52,328.88693287037034,10.0,318.88693287037034,38.0
SR25-00427864,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-17 15:42:32,2026-02-09 10:52:00,328.79824074074077,10.0,318.79824074074077,2.0
SR19-01507171,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-05-16 21:10:46,2020-04-09 15:04:21,328.7455439814815,10.0,318.7455439814815,38.0
SR21-01081077,Sidewalk Inspection Request,CDOT - Department of Transportation,2021-06-23 19:19:54,2022-05-18 09:42:09,328.5987847222222,10.0,318.5987847222222,41.0
SR19-02403282,Alley Light Out Complaint,CDOT - Department of Transportation,2019-09-06 07:28:50,2020-07-30 18:41:46,328.4673148148148,10.0,318.4673148148148,17.0
SR19-02372616,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-09-03 09:07:44,2020-07-27 13:17:04,328.17314814814813,10.0,318.17314814814813,26.0
SR19-00033470,Sidewalk Inspection Request,CDOT - Department of Transportation,2019-01-08 09:20:16,2019-12-02 11:43:52,328.0997222222222,10.0,318.0997222222222,8.0
SR25-00446153,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-20 10:59:17,2026-02-11 11:09:40,328.00721064814815,10.0,318.00721064814815,37.0
SR25-00473845,Tree Removal Inspection,Streets and Sanitation,2025-03-25 12:23:47,2026-02-16 09:07:13,327.86349537037034,10.0,317.86349537037034,45.0
SR25-00452943,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-21 11:42:39,2026-02-12 08:10:55,327.852962962963,10.0,317.852962962963,38.0
SR19-00961630,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-05 10:05:43,2019-12-30 06:28:21,327.84905092592595,10.0,317.84905092592595,11.0
SR20-04366302,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2020-06-16 19:24:13,2021-05-10 15:09:34,327.8231597222222,10.0,317.8231597222222,22.0
SR25-00474255,Pothole in Street Complaint,CDOT - Department of Transportation,2025-03-25 13:08:35,2026-02-16 08:45:29,327.8172916666667,10.0,317.8172916666667,39.0
SR19-01043772,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2019-02-20 13:51:49,2020-01-14 06:19:59,327.68622685185187,10.0,317.68622685185187,46.0
SR25-00399837,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-13 08:20:24,2026-02-03 22:54:38,327.6071064814815,10.0,317.6071064814815,16.0
SR19-01816487,Alley Light Out Complaint,CDOT - Department of Transportation,2019-06-28 10:17:17,2020-05-20 23:22:16,327.5451273148148,10.0,317.5451273148148,23.0
SR19-01018570,Tree Planting Request,Streets and Sanitation,2019-02-15 11:58:22,2020-01-08 15:32:58,327.1490277777778,10.0,317.1490277777778,41.0
SR19-01550480,Alley Light Out Complaint,CDOT - Department of Transportation,2019-05-23 13:28:07,2020-04-14 15:11:29,327.0717824074074,10.0,317.0717824074074,13.0
SR19-01462423,Alley Light Out Complaint,CDOT - Department of Transportation,2019-05-09 14:40:48,2020-03-31 16:02:08,327.05648148148146,10.0,317.05648148148146,33.0
SR21-00996508,Tree Removal Inspection,Streets and Sanitation,2021-06-11 16:21:16,2022-05-04 10:50:51,326.77054398148147,10.0,316.77054398148147,16.0
SR19-01201053,Sidewalk Inspection Request,CDOT - Department of Transportation,2019-03-21 16:42:15,2020-02-11 07:09:41,326.6023842592593,10.0,316.6023842592593,
SR20-03399268,Street Light Out Complaint,CDOT - Department of Transportation,2020-01-27 09:34:38,2020-12-18 20:30:04,326.45516203703704,10.0,316.45516203703704,5.0
SR20-03399761,Street Light Out Complaint,CDOT - Department of Transportation,2020-01-27 10:09:46,2020-12-18 20:30:04,326.43076388888886,10.0,316.43076388888886,5.0
SR20-03399793,Street Light Out Complaint,CDOT - Department of Transportation,2020-01-27 10:11:56,2020-12-18 20:30:04,326.42925925925925,10.0,316.42925925925925,5.0
SR20-03399813,Street Light Out Complaint,CDOT - Department of Transportation,2020-01-27 10:13:18,2020-12-18 20:30:04,326.4283101851852,10.0,316.4283101851852,5.0
SR19-02900628,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-11-07 07:39:50,2020-09-28 13:47:07,326.25505787037036,10.0,316.25505787037036,44.0
SR19-02272959,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-08-22 08:44:05,2020-07-13 14:39:13,326.24662037037035,10.0,316.24662037037035,17.0
SR19-00973525,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-07 06:24:09,2019-12-30 06:30:03,326.00409722222224,10.0,316.00409722222224,25.0
SR25-00416373,Sign Repair Request - All Other Signs,CDOT - Department of Transportation,2025-03-15 15:11:05,2026-02-04 13:33:55,325.93252314814816,10.0,315.93252314814816,20.0
SR19-02287464,Tree Trim Request (NO LONGER BEING ACCEPTED),Streets and Sanitation,2019-08-23 14:29:45,2020-07-14 12:19:16,325.90938657407406,10.0,315.90938657407406,50.0
SR19-00055334,Alley Light Out Complaint,CDOT - Department of Transportation,2019-01-11 20:19:24,2019-12-03 15:42:52,325.80796296296296,10.0,315.80796296296296,33.0
SR25-00463269,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-23 16:41:40,2026-02-12 08:10:55,325.6453125,10.0,315.6453125,38.0
SR25-00463270,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-23 16:41:41,2026-02-12 08:10:55,325.64530092592594,10.0,315.64530092592594,38.0
SR19-00976928,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-07 15:01:04,2019-12-30 06:30:03,325.64512731481483,10.0,315.64512731481483,25.0
SR19-00977731,Pothole in Street Complaint,CDOT - Department of Transportation,2019-02-07 16:40:14,2019-12-30 06:28:21,325.5750810185185,10.0,315.5750810185185,11.0
SR25-00408555,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-14 10:59:34,2026-02-02 14:04:31,325.1284375,10.0,315.1284375,30.0
SR20-04657452,Tree Removal Inspection,Streets and Sanitation,2020-07-24 10:12:41,2021-06-14 12:29:10,325.0947800925926,10.0,315.0947800925926,48.0
SR20-04191473,Sewer Cleaning Inspection Request,DWM - Department of Water Management,2020-05-24 10:41:56,2021-04-14 10:04:12,324.9737962962963,10.0,314.9737962962963,10.0
SR25-00493479,Tree Removal Inspection,Streets and Sanitation,2025-03-28 10:05:59,2026-02-16 08:50:24,324.9475115740741,10.0,314.9475115740741,22.0
SR19-01323983,Check for Leak,DWM - Department of Water Management,2019-04-13 13:22:01,2020-03-03 11:55:35,324.93997685185184,10.0,314.93997685185184,33.0
SR25-00369041,Sidewalk Inspection Request,CDOT - Department of Transportation,2025-03-08 16:48:07,2026-01-27 13:27:42,324.86082175925924,10.0,314.86082175925924,39.0
SR19-01325253,Check for Leak,DWM - Department of Water Management,2019-04-13 19:06:58,2020-03-03 11:55:35,324.70042824074073,10.0,314.70042824074073,33.0
SR19-01530004,Street Light On During Day Complaint,CDOT - Department of Transportation,2019-05-21 06:48:16,2020-04-09 14:41:02,324.32831018518516,10.0,314.32831018518516,50.0
SR19-03066437,Alley Light Out Complaint,CDOT - Department of Transportation,2019-12-03 12:57:58,2020-10-22 17:56:12,324.2071064814815,10.0,314.2071064814815,9.0
SR19-03074019,Alley Light Out Complaint,CDOT - Department of Transportation,2019-12-04 12:33:09,2020-10-23 16:27:23,324.162662037037,10.0,314.162662037037,7.0
SR19-01191854,Pothole in Street Complaint,CDOT - Department of Transportation,2019-03-20 11:37:22,2020-02-07 14:25:25,324.1167013888889,10.0,314.1167013888889,41.0
