customer_id,touchpoint_order,total_touchpoints,channel,converted,revenue
472,2,6,YouTube,1,0.0
472,3,6,Instagram,1,0.0
472,4,6,Facebook,1,0.0
472,5,6,Instagram,1,0.0
472,6,6,Direct,1,202.56
473,1,1,Facebook,0,0.0
474,1,2,Direct,0,0.0
474,2,2,Instagram,0,0.0
475,1,4,Instagram,0,0.0
475,2,4,Google Search,0,0.0
475,3,4,Google Search,0,0.0
475,4,4,Direct,0,0.0
476,1,3,Instagram,0,0.0
476,2,3,Direct,0,0.0
476,3,3,Direct,0,0.0
477,1,2,Organic SEO,0,0.0
477,2,2,Google Search,0,0.0
478,1,2,Email,0,0.0
478,2,2,Organic SEO,0,0.0
479,1,3,Organic SEO,1,0.0
479,2,3,Google Search,1,0.0
479,3,3,Organic SEO,1,50.68
480,1,2,Facebook,0,0.0
480,2,2,Direct,0,0.0
481,1,6,YouTube,0,0.0
481,2,6,Email,0,0.0
481,3,6,YouTube,0,0.0
481,4,6,Direct,0,0.0
481,5,6,Direct,0,0.0
481,6,6,Direct,0,0.0
482,1,5,Facebook,1,0.0
482,2,5,Instagram,1,0.0
482,3,5,Email,1,0.0
482,4,5,YouTube,1,0.0
482,5,5,Email,1,176.68
483,1,5,Organic SEO,0,0.0
483,2,5,YouTube,0,0.0
483,3,5,Google Search,0,0.0
483,4,5,Organic SEO,0,0.0
483,5,5,Direct,0,0.0
484,1,3,Organic SEO,1,0.0
484,2,3,Google Search,1,0.0
484,3,3,Organic SEO,1,120.17
485,1,6,Email,0,0.0
485,2,6,Facebook,0,0.0
485,3,6,Direct,0,0.0
485,4,6,Email,0,0.0
485,5,6,Google Search,0,0.0
485,6,6,YouTube,0,0.0
486,1,4,Instagram,0,0.0
486,2,4,YouTube,0,0.0
486,3,4,Organic SEO,0,0.0
486,4,4,Google Search,0,0.0
487,1,3,YouTube,0,0.0
487,2,3,Organic SEO,0,0.0
487,3,3,Instagram,0,0.0
488,1,5,Google Search,0,0.0
488,2,5,Direct,0,0.0
488,3,5,Direct,0,0.0
488,4,5,Direct,0,0.0
488,5,5,Instagram,0,0.0
489,1,3,Direct,0,0.0
489,2,3,Direct,0,0.0
489,3,3,Email,0,0.0
490,1,2,Instagram,1,0.0
490,2,2,Email,1,160.04
491,1,5,YouTube,1,0.0
491,2,5,Instagram,1,0.0
491,3,5,Instagram,1,0.0
491,4,5,Email,1,0.0
491,5,5,YouTube,1,339.6
492,1,1,YouTube,0,0.0
493,1,1,Google Search,0,0.0
494,1,4,Instagram,0,0.0
494,2,4,Organic SEO,0,0.0
494,3,4,Email,0,0.0
494,4,4,Organic SEO,0,0.0
495,1,6,Email,0,0.0
495,2,6,Organic SEO,0,0.0
495,3,6,Organic SEO,0,0.0
495,4,6,Google Search,0,0.0
495,5,6,Email,0,0.0
495,6,6,Google Search,0,0.0
496,1,6,Facebook,0,0.0
496,2,6,Email,0,0.0
496,3,6,Email,0,0.0
496,4,6,YouTube,0,0.0
496,5,6,Facebook,0,0.0
496,6,6,YouTube,0,0.0
497,1,1,Facebook,1,75.81
498,1,5,Facebook,0,0.0
498,2,5,YouTube,0,0.0
498,3,5,Google Search,0,0.0
498,4,5,YouTube,0,0.0
498,5,5,Direct,0,0.0
499,1,4,YouTube,0,0.0
499,2,4,Instagram,0,0.0
499,3,4,Facebook,0,0.0
499,4,4,Google Search,0,0.0
500,1,1,Email,0,0.0
501,1,2,Email,0,0.0
501,2,2,Direct,0,0.0
502,1,6,Organic SEO,0,0.0
502,2,6,Google Search,0,0.0
502,3,6,Instagram,0,0.0
502,4,6,Google Search,0,0.0
502,5,6,YouTube,0,0.0
502,6,6,Instagram,0,0.0
503,1,6,Direct,1,0.0
503,2,6,Organic SEO,1,0.0
503,3,6,YouTube,1,0.0
503,4,6,Instagram,1,0.0
503,5,6,Facebook,1,0.0
503,6,6,Organic SEO,1,53.11
504,1,1,YouTube,0,0.0
505,1,4,Email,0,0.0
505,2,4,Google Search,0,0.0
505,3,4,Facebook,0,0.0
505,4,4,Google Search,0,0.0
506,1,5,Direct,0,0.0
506,2,5,Facebook,0,0.0
506,3,5,Organic SEO,0,0.0
506,4,5,Google Search,0,0.0
506,5,5,Direct,0,0.0
507,1,2,Instagram,0,0.0
507,2,2,Instagram,0,0.0
508,1,3,YouTube,1,0.0
508,2,3,Direct,1,0.0
508,3,3,Direct,1,48.3
509,1,4,Google Search,0,0.0
509,2,4,Instagram,0,0.0
509,3,4,YouTube,0,0.0
509,4,4,Instagram,0,0.0
510,1,3,Organic SEO,0,0.0
510,2,3,Google Search,0,0.0
510,3,3,Organic SEO,0,0.0
511,1,3,Instagram,0,0.0
511,2,3,Facebook,0,0.0
511,3,3,Instagram,0,0.0
512,1,1,Google Search,1,50.85
513,1,3,Facebook,0,0.0
513,2,3,Organic SEO,0,0.0
513,3,3,Organic SEO,0,0.0
514,1,3,YouTube,0,0.0
514,2,3,Instagram,0,0.0
514,3,3,Email,0,0.0
515,1,1,YouTube,0,0.0
516,1,2,Facebook,0,0.0
516,2,2,Email,0,0.0
517,1,2,Organic SEO,1,0.0
517,2,2,Facebook,1,85.29
518,1,5,YouTube,0,0.0
518,2,5,Direct,0,0.0
518,3,5,YouTube,0,0.0
518,4,5,Google Search,0,0.0
518,5,5,YouTube,0,0.0
519,1,2,Google Search,0,0.0
519,2,2,Google Search,0,0.0
520,1,4,YouTube,1,0.0
520,2,4,Google Search,1,0.0
520,3,4,YouTube,1,0.0
520,4,4,YouTube,1,114.3
521,1,1,YouTube,0,0.0
522,1,2,Instagram,0,0.0
522,2,2,Email,0,0.0
523,1,6,Facebook,0,0.0
523,2,6,Email,0,0.0
523,3,6,Direct,0,0.0
523,4,6,Organic SEO,0,0.0
523,5,6,Direct,0,0.0
523,6,6,Google Search,0,0.0
524,1,3,Direct,0,0.0
524,2,3,Facebook,0,0.0
524,3,3,Google Search,0,0.0
525,1,5,YouTube,1,0.0
525,2,5,Instagram,1,0.0
525,3,5,Instagram,1,0.0
525,4,5,Google Search,1,0.0
525,5,5,Organic SEO,1,109.25
526,1,2,Facebook,0,0.0
526,2,2,Google Search,0,0.0
527,1,6,Google Search,0,0.0
527,2,6,Direct,0,0.0
527,3,6,Google Search,0,0.0
527,4,6,Organic SEO,0,0.0
527,5,6,Google Search,0,0.0
527,6,6,Google Search,0,0.0
528,1,2,Facebook,1,0.0
528,2,2,Organic SEO,1,160.62
529,1,6,Direct,1,0.0
529,2,6,Email,1,0.0
529,3,6,Email,1,0.0
529,4,6,Email,1,0.0
529,5,6,Direct,1,0.0
529,6,6,Facebook,1,90.84
530,1,3,Google Search,1,0.0
530,2,3,YouTube,1,0.0
530,3,3,Google Search,1,249.01
531,1,5,Organic SEO,0,0.0
531,2,5,Organic SEO,0,0.0
531,3,5,Google Search,0,0.0
531,4,5,Instagram,0,0.0
531,5,5,Facebook,0,0.0
532,1,3,Google Search,1,0.0
532,2,3,Instagram,1,0.0
532,3,3,Email,1,74.79
533,1,3,Direct,0,0.0
533,2,3,Facebook,0,0.0
533,3,3,Email,0,0.0
534,1,2,Direct,0,0.0
534,2,2,Instagram,0,0.0
535,1,2,Google Search,1,0.0
535,2,2,Email,1,604.33
536,1,3,YouTube,1,0.0
536,2,3,YouTube,1,0.0
536,3,3,Google Search,1,139.49
537,1,6,Email,0,0.0
537,2,6,Direct,0,0.0
537,3,6,Email,0,0.0
537,4,6,Facebook,0,0.0
537,5,6,Organic SEO,0,0.0
537,6,6,Email,0,0.0
538,1,2,YouTube,0,0.0
538,2,2,Google Search,0,0.0
539,1,5,Email,0,0.0
539,2,5,Organic SEO,0,0.0
539,3,5,Instagram,0,0.0
539,4,5,Direct,0,0.0
539,5,5,YouTube,0,0.0
540,1,6,Direct,1,0.0
540,2,6,Google Search,1,0.0
540,3,6,Instagram,1,0.0
540,4,6,Instagram,1,0.0
540,5,6,Organic SEO,1,0.0
540,6,6,Facebook,1,49.4
541,1,3,Organic SEO,1,0.0
541,2,3,Email,1,0.0
541,3,3,Direct,1,42.54
542,1,4,Facebook,0,0.0
542,2,4,Google Search,0,0.0
542,3,4,Facebook,0,0.0
542,4,4,Direct,0,0.0
543,1,2,Google Search,1,0.0
543,2,2,Instagram,1,126.18
544,1,1,Instagram,0,0.0
545,1,2,Instagram,0,0.0
545,2,2,Instagram,0,0.0
546,1,1,Facebook,0,0.0
547,1,6,YouTube,0,0.0
547,2,6,Google Search,0,0.0
547,3,6,Direct,0,0.0
547,4,6,Email,0,0.0
547,5,6,Google Search,0,0.0
547,6,6,Facebook,0,0.0
548,1,5,Google Search,0,0.0
548,2,5,Email,0,0.0
548,3,5,Direct,0,0.0
548,4,5,Facebook,0,0.0
548,5,5,Organic SEO,0,0.0
549,1,5,Direct,1,0.0
549,2,5,Facebook,1,0.0
549,3,5,Instagram,1,0.0
549,4,5,Direct,1,0.0
549,5,5,Google Search,1,76.98
550,1,2,Google Search,0,0.0
550,2,2,Direct,0,0.0
551,1,6,Organic SEO,1,0.0
551,2,6,Google Search,1,0.0
551,3,6,YouTube,1,0.0
551,4,6,Organic SEO,1,0.0
551,5,6,Google Search,1,0.0
551,6,6,Organic SEO,1,148.38
552,1,6,Instagram,0,0.0
552,2,6,Google Search,0,0.0
552,3,6,Organic SEO,0,0.0
552,4,6,Direct,0,0.0
552,5,6,Email,0,0.0
552,6,6,Google Search,0,0.0
553,1,2,Organic SEO,0,0.0
553,2,2,Instagram,0,0.0
554,1,4,Google Search,1,0.0
554,2,4,YouTube,1,0.0
554,3,4,Facebook,1,0.0
554,4,4,Facebook,1,125.37
555,1,3,Instagram,0,0.0
555,2,3,Facebook,0,0.0
555,3,3,YouTube,0,0.0
556,1,6,Email,1,0.0
556,2,6,Email,1,0.0
556,3,6,Instagram,1,0.0
556,4,6,Google Search,1,0.0
556,5,6,Facebook,1,0.0
556,6,6,Google Search,1,85.54
557,1,5,Facebook,0,0.0
557,2,5,Organic SEO,0,0.0
557,3,5,Instagram,0,0.0
557,4,5,Google Search,0,0.0
557,5,5,Email,0,0.0
558,1,4,Instagram,0,0.0
558,2,4,Instagram,0,0.0
558,3,4,Organic SEO,0,0.0
558,4,4,Instagram,0,0.0
559,1,2,Google Search,1,0.0
559,2,2,YouTube,1,49.76
560,1,3,Google Search,0,0.0
560,2,3,Organic SEO,0,0.0
560,3,3,Instagram,0,0.0
561,1,2,Organic SEO,0,0.0
561,2,2,Google Search,0,0.0
562,1,3,Instagram,0,0.0
562,2,3,Direct,0,0.0
562,3,3,Direct,0,0.0
563,1,2,YouTube,0,0.0
563,2,2,Organic SEO,0,0.0
564,1,2,Facebook,0,0.0
564,2,2,YouTube,0,0.0
565,1,6,Email,0,0.0
565,2,6,YouTube,0,0.0
565,3,6,YouTube,0,0.0
565,4,6,Email,0,0.0
565,5,6,Instagram,0,0.0
565,6,6,Google Search,0,0.0
566,1,4,Instagram,0,0.0
566,2,4,Facebook,0,0.0
566,3,4,Google Search,0,0.0
566,4,4,Google Search,0,0.0
567,1,1,Instagram,1,31.17
568,1,5,Facebook,1,0.0
568,2,5,Google Search,1,0.0
568,3,5,Direct,1,0.0
568,4,5,Organic SEO,1,0.0
568,5,5,Direct,1,65.85
569,1,1,Facebook,0,0.0
570,1,2,Direct,0,0.0
570,2,2,Direct,0,0.0
571,1,1,Email,0,0.0
572,1,4,YouTube,0,0.0
572,2,4,Email,0,0.0
572,3,4,Email,0,0.0
572,4,4,Organic SEO,0,0.0
573,1,4,Direct,0,0.0
573,2,4,Organic SEO,0,0.0
573,3,4,YouTube,0,0.0
573,4,4,Facebook,0,0.0
574,1,6,Organic SEO,0,0.0
574,2,6,YouTube,0,0.0
574,3,6,Email,0,0.0
574,4,6,YouTube,0,0.0
574,5,6,Direct,0,0.0
574,6,6,Email,0,0.0
575,1,3,Google Search,0,0.0
575,2,3,Direct,0,0.0
575,3,3,Organic SEO,0,0.0
576,1,4,Direct,1,0.0
576,2,4,Direct,1,0.0
576,3,4,Instagram,1,0.0
576,4,4,Facebook,1,163.94
577,1,5,Facebook,1,0.0
577,2,5,Instagram,1,0.0
577,3,5,Organic SEO,1,0.0
577,4,5,Google Search,1,0.0
577,5,5,Direct,1,104.57
578,1,3,Facebook,0,0.0
578,2,3,Organic SEO,0,0.0
578,3,3,Google Search,0,0.0
579,1,6,Direct,0,0.0
579,2,6,Email,0,0.0
579,3,6,Google Search,0,0.0
579,4,6,Facebook,0,0.0
579,5,6,YouTube,0,0.0
579,6,6,Email,0,0.0
580,1,6,Google Search,0,0.0
580,2,6,Email,0,0.0
580,3,6,Direct,0,0.0
580,4,6,Organic SEO,0,0.0
580,5,6,Organic SEO,0,0.0
580,6,6,Instagram,0,0.0
581,1,5,Email,1,0.0
581,2,5,Direct,1,0.0
581,3,5,Direct,1,0.0
581,4,5,YouTube,1,0.0
581,5,5,Direct,1,37.64
582,1,4,Google Search,0,0.0
582,2,4,Direct,0,0.0
582,3,4,Email,0,0.0
582,4,4,Email,0,0.0
583,1,1,Email,0,0.0
584,1,2,Direct,0,0.0
584,2,2,Instagram,0,0.0
585,1,1,Email,0,0.0
586,1,4,YouTube,0,0.0
586,2,4,Instagram,0,0.0
586,3,4,YouTube,0,0.0
586,4,4,YouTube,0,0.0
587,1,1,Google Search,1,101.62
588,1,2,Email,0,0.0
588,2,2,Instagram,0,0.0
589,1,5,Facebook,0,0.0
589,2,5,Facebook,0,0.0
589,3,5,Facebook,0,0.0
589,4,5,Google Search,0,0.0
589,5,5,YouTube,0,0.0
590,1,2,Google Search,1,0.0
590,2,2,Google Search,1,117.89
591,1,6,YouTube,0,0.0
591,2,6,Instagram,0,0.0
591,3,6,Google Search,0,0.0
591,4,6,Facebook,0,0.0
591,5,6,YouTube,0,0.0
591,6,6,Organic SEO,0,0.0
592,1,1,Email,0,0.0
593,1,4,Organic SEO,0,0.0
593,2,4,Facebook,0,0.0
593,3,4,YouTube,0,0.0
593,4,4,Email,0,0.0
594,1,4,Email,1,0.0
594,2,4,Instagram,1,0.0
594,3,4,Facebook,1,0.0
594,4,4,Instagram,1,48.49
595,1,3,Instagram,1,0.0
595,2,3,Facebook,1,0.0
595,3,3,YouTube,1,100.24
596,1,6,Email,0,0.0
596,2,6,Instagram,0,0.0
596,3,6,Organic SEO,0,0.0
596,4,6,YouTube,0,0.0
596,5,6,Instagram,0,0.0
596,6,6,Direct,0,0.0
597,1,4,Organic SEO,1,0.0
597,2,4,YouTube,1,0.0
597,3,4,Organic SEO,1,0.0
597,4,4,YouTube,1,93.76
598,1,3,Google Search,0,0.0
598,2,3,Organic SEO,0,0.0
598,3,3,Direct,0,0.0
599,1,5,Direct,1,0.0
599,2,5,YouTube,1,0.0
599,3,5,YouTube,1,0.0
599,4,5,Google Search,1,0.0
599,5,5,Direct,1,40.44
600,1,2,Organic SEO,1,0.0
600,2,2,Direct,1,115.64
601,1,4,Google Search,1,0.0
601,2,4,YouTube,1,0.0
601,3,4,Facebook,1,0.0
601,4,4,Direct,1,133.29
602,1,5,Facebook,0,0.0
602,2,5,Organic SEO,0,0.0
602,3,5,Organic SEO,0,0.0
602,4,5,Google Search,0,0.0
602,5,5,Email,0,0.0
603,1,3,Direct,1,0.0
603,2,3,Instagram,1,0.0
603,3,3,Organic SEO,1,192.12
604,1,6,YouTube,0,0.0
604,2,6,Instagram,0,0.0
604,3,6,Email,0,0.0
604,4,6,Email,0,0.0
604,5,6,Facebook,0,0.0
604,6,6,YouTube,0,0.0
605,1,1,Organic SEO,0,0.0
606,1,1,Direct,0,0.0
607,1,3,Organic SEO,0,0.0
607,2,3,Facebook,0,0.0
607,3,3,YouTube,0,0.0
608,1,4,Google Search,0,0.0
608,2,4,Facebook,0,0.0
608,3,4,Facebook,0,0.0
608,4,4,YouTube,0,0.0
609,1,1,Email,0,0.0
610,1,6,Facebook,1,0.0
610,2,6,Direct,1,0.0
610,3,6,Organic SEO,1,0.0
610,4,6,Organic SEO,1,0.0
610,5,6,Google Search,1,0.0
610,6,6,Direct,1,188.23
611,1,3,Direct,0,0.0
611,2,3,Organic SEO,0,0.0
611,3,3,YouTube,0,0.0
612,1,2,Google Search,0,0.0
612,2,2,Organic SEO,0,0.0
613,1,3,Facebook,1,0.0
613,2,3,Email,1,0.0
613,3,3,YouTube,1,34.32
614,1,2,Organic SEO,0,0.0
614,2,2,Email,0,0.0
615,1,5,Organic SEO,0,0.0
615,2,5,Direct,0,0.0
615,3,5,Instagram,0,0.0
615,4,5,Facebook,0,0.0
615,5,5,Email,0,0.0
616,1,2,Direct,0,0.0
616,2,2,Instagram,0,0.0
617,1,2,Facebook,0,0.0
617,2,2,Direct,0,0.0
618,1,2,Google Search,0,0.0
618,2,2,Google Search,0,0.0
619,1,2,Facebook,0,0.0
619,2,2,Direct,0,0.0
620,1,6,Organic SEO,0,0.0
620,2,6,YouTube,0,0.0
620,3,6,Facebook,0,0.0
620,4,6,Instagram,0,0.0
620,5,6,Instagram,0,0.0
620,6,6,Organic SEO,0,0.0
621,1,5,Email,1,0.0
621,2,5,Facebook,1,0.0
621,3,5,Organic SEO,1,0.0
621,4,5,Direct,1,0.0
621,5,5,YouTube,1,46.69
622,1,4,Google Search,1,0.0
622,2,4,Direct,1,0.0
622,3,4,Direct,1,0.0
622,4,4,Facebook,1,129.09
623,1,2,YouTube,0,0.0
623,2,2,Facebook,0,0.0
624,1,1,Organic SEO,0,0.0
625,1,6,Google Search,0,0.0
625,2,6,Organic SEO,0,0.0
625,3,6,YouTube,0,0.0
625,4,6,YouTube,0,0.0
625,5,6,Google Search,0,0.0
625,6,6,Facebook,0,0.0
626,1,3,YouTube,0,0.0
626,2,3,YouTube,0,0.0
626,3,3,Facebook,0,0.0
627,1,3,Instagram,0,0.0
627,2,3,Facebook,0,0.0
627,3,3,Email,0,0.0
628,1,5,Email,0,0.0
628,2,5,Google Search,0,0.0
628,3,5,Instagram,0,0.0
628,4,5,YouTube,0,0.0
628,5,5,Direct,0,0.0
629,1,6,YouTube,1,0.0
629,2,6,Facebook,1,0.0
629,3,6,YouTube,1,0.0
629,4,6,Instagram,1,0.0
629,5,6,Email,1,0.0
629,6,6,Facebook,1,128.98
630,1,3,Facebook,1,0.0
630,2,3,YouTube,1,0.0
630,3,3,Organic SEO,1,129.09
631,1,2,Instagram,1,0.0
631,2,2,Facebook,1,1335.3
632,1,5,Email,1,0.0
632,2,5,Email,1,0.0
632,3,5,Google Search,1,0.0
632,4,5,Google Search,1,0.0
632,5,5,Instagram,1,134.24
633,1,4,Email,0,0.0
633,2,4,Direct,0,0.0
633,3,4,YouTube,0,0.0
633,4,4,Organic SEO,0,0.0
634,1,3,Direct,0,0.0
634,2,3,Facebook,0,0.0
634,3,3,Instagram,0,0.0
635,1,6,Email,0,0.0
635,2,6,Email,0,0.0
635,3,6,Facebook,0,0.0
635,4,6,YouTube,0,0.0
635,5,6,Instagram,0,0.0
635,6,6,Email,0,0.0
636,1,6,Facebook,1,0.0
636,2,6,Direct,1,0.0
636,3,6,Direct,1,0.0
636,4,6,Facebook,1,0.0
636,5,6,YouTube,1,0.0
636,6,6,Email,1,199.32
637,1,3,Facebook,0,0.0
637,2,3,Organic SEO,0,0.0
637,3,3,Email,0,0.0
638,1,3,Facebook,0,0.0
638,2,3,Email,0,0.0
638,3,3,Direct,0,0.0
639,1,6,YouTube,0,0.0
639,2,6,Organic SEO,0,0.0
639,3,6,Google Search,0,0.0
639,4,6,Organic SEO,0,0.0
639,5,6,Instagram,0,0.0
639,6,6,Organic SEO,0,0.0
640,1,3,Email,0,0.0
640,2,3,Organic SEO,0,0.0
640,3,3,Facebook,0,0.0
641,1,3,Email,0,0.0
641,2,3,Instagram,0,0.0
641,3,3,Organic SEO,0,0.0
642,1,3,Organic SEO,1,0.0
642,2,3,Facebook,1,0.0
642,3,3,Google Search,1,175.53
643,1,2,Email,0,0.0
643,2,2,Google Search,0,0.0
644,1,2,Direct,0,0.0
644,2,2,Facebook,0,0.0
645,1,4,Direct,0,0.0
645,2,4,Direct,0,0.0
645,3,4,Google Search,0,0.0
645,4,4,Instagram,0,0.0
646,1,4,Organic SEO,0,0.0
646,2,4,Email,0,0.0
646,3,4,Google Search,0,0.0
646,4,4,Facebook,0,0.0
647,1,1,Organic SEO,0,0.0
648,1,5,Facebook,1,0.0
648,2,5,YouTube,1,0.0
648,3,5,YouTube,1,0.0
648,4,5,Facebook,1,0.0
648,5,5,YouTube,1,142.02
649,1,2,Google Search,1,0.0
649,2,2,Instagram,1,72.19
650,1,1,Direct,1,153.13
651,1,3,Instagram,0,0.0
651,2,3,Instagram,0,0.0
651,3,3,Instagram,0,0.0
652,1,6,Organic SEO,0,0.0
652,2,6,Email,0,0.0
652,3,6,Organic SEO,0,0.0
652,4,6,Email,0,0.0
652,5,6,Facebook,0,0.0
652,6,6,Organic SEO,0,0.0
653,1,4,Google Search,1,0.0
653,2,4,Facebook,1,0.0
653,3,4,Organic SEO,1,0.0
653,4,4,Facebook,1,52.41
654,1,5,Facebook,1,0.0
654,2,5,Email,1,0.0
654,3,5,YouTube,1,0.0
654,4,5,Google Search,1,0.0
654,5,5,Organic SEO,1,76.27
655,1,5,YouTube,1,0.0
655,2,5,YouTube,1,0.0
655,3,5,Google Search,1,0.0
655,4,5,Google Search,1,0.0
655,5,5,Direct,1,64.09
656,1,1,Email,0,0.0
657,1,5,Facebook,0,0.0
657,2,5,YouTube,0,0.0
657,3,5,Facebook,0,0.0
657,4,5,YouTube,0,0.0
657,5,5,Google Search,0,0.0
658,1,1,YouTube,1,95.33
659,1,5,YouTube,1,0.0
659,2,5,Email,1,0.0
659,3,5,Organic SEO,1,0.0
659,4,5,Instagram,1,0.0
659,5,5,YouTube,1,454.98
660,1,1,Instagram,0,0.0
661,1,3,Direct,0,0.0
661,2,3,Organic SEO,0,0.0
661,3,3,Email,0,0.0
662,1,2,Google Search,1,0.0
662,2,2,Instagram,1,24.36
663,1,4,Email,0,0.0
663,2,4,Google Search,0,0.0
663,3,4,YouTube,0,0.0
663,4,4,Organic SEO,0,0.0
664,1,6,Instagram,0,0.0
664,2,6,Organic SEO,0,0.0
664,3,6,Direct,0,0.0
664,4,6,Google Search,0,0.0
664,5,6,Direct,0,0.0
664,6,6,Organic SEO,0,0.0
665,1,4,Organic SEO,1,0.0
665,2,4,Email,1,0.0
665,3,4,Instagram,1,0.0
665,4,4,Google Search,1,145.53
666,1,1,Direct,0,0.0
667,1,6,Email,0,0.0
667,2,6,Direct,0,0.0
667,3,6,Google Search,0,0.0
667,4,6,Direct,0,0.0
667,5,6,Google Search,0,0.0
667,6,6,Direct,0,0.0
668,1,2,Email,0,0.0
668,2,2,Organic SEO,0,0.0
669,1,3,Organic SEO,1,0.0
669,2,3,Google Search,1,0.0
669,3,3,Direct,1,29.11
670,1,4,Email,0,0.0
670,2,4,Instagram,0,0.0
670,3,4,Direct,0,0.0
670,4,4,YouTube,0,0.0
671,1,4,YouTube,1,0.0
671,2,4,Direct,1,0.0
671,3,4,Google Search,1,0.0
671,4,4,YouTube,1,64.69
672,1,2,Google Search,0,0.0
672,2,2,Organic SEO,0,0.0
673,1,5,YouTube,0,0.0
673,2,5,Facebook,0,0.0
673,3,5,Email,0,0.0
673,4,5,Email,0,0.0
673,5,5,Google Search,0,0.0
674,1,6,Organic SEO,1,0.0
674,2,6,Google Search,1,0.0
674,3,6,Organic SEO,1,0.0
674,4,6,Google Search,1,0.0
674,5,6,Email,1,0.0
674,6,6,Google Search,1,192.92
675,1,3,Google Search,0,0.0
675,2,3,Organic SEO,0,0.0
675,3,3,Instagram,0,0.0
676,1,6,Instagram,1,0.0
676,2,6,Organic SEO,1,0.0
676,3,6,YouTube,1,0.0
676,4,6,Email,1,0.0
676,5,6,Instagram,1,0.0
676,6,6,YouTube,1,94.16
677,1,6,Direct,0,0.0
677,2,6,Instagram,0,0.0
677,3,6,YouTube,0,0.0
677,4,6,YouTube,0,0.0
677,5,6,Facebook,0,0.0
677,6,6,Direct,0,0.0
678,1,5,Google Search,0,0.0
678,2,5,YouTube,0,0.0
678,3,5,Facebook,0,0.0
678,4,5,Direct,0,0.0
678,5,5,Direct,0,0.0
679,1,1,Direct,1,42.33
680,1,3,Organic SEO,0,0.0
680,2,3,Google Search,0,0.0
680,3,3,Facebook,0,0.0
681,1,4,Direct,1,0.0
681,2,4,Google Search,1,0.0
681,3,4,Instagram,1,0.0
681,4,4,YouTube,1,54.56
682,1,4,Instagram,1,0.0
682,2,4,Google Search,1,0.0
682,3,4,Instagram,1,0.0
682,4,4,YouTube,1,144.85
683,1,4,Google Search,0,0.0
683,2,4,Instagram,0,0.0
683,3,4,Direct,0,0.0
683,4,4,Direct,0,0.0
684,1,6,Email,1,0.0
684,2,6,Instagram,1,0.0
684,3,6,Facebook,1,0.0
684,4,6,YouTube,1,0.0
684,5,6,Organic SEO,1,0.0
684,6,6,Email,1,53.99
685,1,2,Direct,0,0.0
685,2,2,Email,0,0.0
686,1,5,Instagram,1,0.0
686,2,5,YouTube,1,0.0
686,3,5,Direct,1,0.0
686,4,5,Google Search,1,0.0
686,5,5,Direct,1,104.74
687,1,3,Email,0,0.0
687,2,3,YouTube,0,0.0
687,3,3,Direct,0,0.0
688,1,3,YouTube,1,0.0
688,2,3,Google Search,1,0.0
688,3,3,Facebook,1,92.93
689,1,6,Direct,1,0.0
689,2,6,Email,1,0.0
689,3,6,Facebook,1,0.0
689,4,6,Facebook,1,0.0
689,5,6,Google Search,1,0.0
689,6,6,Direct,1,57.05
690,1,2,Direct,0,0.0
690,2,2,Google Search,0,0.0
691,1,6,Direct,1,0.0
691,2,6,YouTube,1,0.0
691,3,6,Direct,1,0.0
691,4,6,Instagram,1,0.0
691,5,6,YouTube,1,0.0
691,6,6,Organic SEO,1,403.74
692,1,4,Google Search,0,0.0
692,2,4,Direct,0,0.0
692,3,4,Instagram,0,0.0
692,4,4,Instagram,0,0.0
693,1,5,Direct,1,0.0
693,2,5,Organic SEO,1,0.0
693,3,5,YouTube,1,0.0
693,4,5,Facebook,1,0.0
693,5,5,Direct,1,140.29
694,1,6,YouTube,0,0.0
694,2,6,Organic SEO,0,0.0
694,3,6,Instagram,0,0.0
694,4,6,Email,0,0.0
694,5,6,Organic SEO,0,0.0
694,6,6,Organic SEO,0,0.0
695,1,3,Email,0,0.0
695,2,3,Email,0,0.0
695,3,3,Email,0,0.0
696,1,2,Email,0,0.0
696,2,2,YouTube,0,0.0
697,1,3,Direct,0,0.0
697,2,3,Instagram,0,0.0
697,3,3,Email,0,0.0
698,1,5,YouTube,0,0.0
698,2,5,Facebook,0,0.0
698,3,5,YouTube,0,0.0
698,4,5,Email,0,0.0
698,5,5,Email,0,0.0
699,1,6,YouTube,0,0.0
699,2,6,Organic SEO,0,0.0
699,3,6,Instagram,0,0.0
699,4,6,YouTube,0,0.0
699,5,6,Email,0,0.0
699,6,6,Google Search,0,0.0
700,1,4,YouTube,0,0.0
700,2,4,Organic SEO,0,0.0
700,3,4,YouTube,0,0.0
700,4,4,YouTube,0,0.0
701,1,5,Email,1,0.0
701,2,5,Direct,1,0.0
701,3,5,Direct,1,0.0
701,4,5,Instagram,1,0.0
701,5,5,Google Search,1,21.81
702,1,6,Google Search,1,0.0
702,2,6,Facebook,1,0.0
702,3,6,Direct,1,0.0
702,4,6,Organic SEO,1,0.0
702,5,6,YouTube,1,0.0
702,6,6,Facebook,1,102.57
703,1,3,Facebook,0,0.0
703,2,3,Instagram,0,0.0
703,3,3,Email,0,0.0
704,1,5,Organic SEO,1,0.0
704,2,5,Direct,1,0.0
704,3,5,Organic SEO,1,0.0
704,4,5,Direct,1,0.0
704,5,5,Instagram,1,56.64
705,1,6,Email,1,0.0
705,2,6,YouTube,1,0.0
705,3,6,Organic SEO,1,0.0
