review_text,star_rating,review_id,date,sentiment,theme,urgency,key_phrase,month,week
"great little hotel stayed night teenage son rugby world cup, staff friendly helpful rooms clean comfortable, hotel located great area paris minutes louvre short metro trip away gar nord.fully intend use hotel recommend,  ",5,REV-0133,2024-04-30,positive,hotel,low,great little hotel,2024-04,2024-04-29
"fantastic hotel n't fault hotel, n't centre people really n't, staff incredibly friendly hand answer questions, room larger expected bed extremely comfy.the tram stop 2 minute walk away hotel regular buses centre, took taxi couple times cost 10 euros way, shopping centre door provided quick easy rain poured down.the problem rain building did n't cope leaks glass, staff constantly making sure water dried did n't matter.i definately recommend hotel n't location,  ",5,REV-0134,2024-04-30,positive,hotel,low,fantastic hotel experience,2024-04,2024-04-29
"loved iberostar bavaro 4th all-inclusive vacation, stayed 3 iberostars mexico 1st trip d.r, best iberostar stayed far.check-in went smooth, took 10 min, got king bed safe 1st floor away contruction near pool request.grounds amazing, plenty walkways slip shoes walk grass little, better softest carpet, workers constantly working landscaping shows.rooms really nice clean, bathroom nice seperate shower tub, lots hot water, no musty smell, mini-fridge stocked everyday, living area nice room service t",5,REV-0135,2024-05-01,positive,hotel,low,great all-inclusive experience,2024-05,2024-04-29
"great hotel great hotel excellant views victoria harbour harbour view rooms, slightly concerned location arrival bus service ferry 5 mins walk away getting not issue direct links island central kowloon, room excellant good eateries not far away little pricey hotel, great shopping whampoa 10 mins walk,  ",5,REV-0136,2024-05-02,positive,general,medium,great hotel experience,2024-05,2024-04-29
"absolutely loved stay orchard garden comfortable effortless, perfect__Ç__he staff courteous accommodating room beautiful spacious clean, added satisfaction supporting environmentally-conscious business experiencing drop-off quality, little worried low-flow fixtures particular water pressure plenty strong, linens bit soft expect luxury hotel.the hotel location optimal right chinatown stone throw union square, lots shops restaurants, close bart getting orchard garden sfo surprisingly quick hotel ",5,REV-0137,2024-05-03,positive,customer_service,low,friendly and helpful staff,2024-05,2024-04-29
"excellent hostel hostal central location lively old crowded somewhat dark chaotic madrid, inside different world light airy quiet modern, rooms air conditioning fridge wifi no elevator not use, place great value money recommend,  ",5,REV-0138,2024-05-04,positive,value_for_money,low,great value for money,2024-05,2024-04-29
"loved el conquistador hotel absolutely wonderful landscaping incredible water taxi ride private island, beautiful secluded beach, staff attentive helpful guestroom wondeful entire experience great.highly recommend,  ",5,REV-0139,2024-05-05,positive,general,low,wonderful hotel experience,2024-05,2024-04-29
"excellent relaxing vacation wonderful relaxing vactation sivory punta cana, traveled mom beggining august, looking beautiful secluded beach saw 4 people time beach 5 day stay, mainly way straw umbrellas placed strategically privacy great food service place, rooms exquisite bathrooms best seen, staff polite intrude privacy.we stayed room privat patio pool view ocean 30 second walk water suggest taking helicopter hotel airport, drive cab little hour becuase stretch road really poor condition.the m",5,REV-0140,2024-05-06,positive,general,low,relaxing and wonderful vacation,2024-05,2024-05-06
"best deal town just returned 3 night stay drury not pleased, accomodations just single room surpass suites stayed nola 15 ft ceilings floor ceiling windows great view extremely comfortable bed large area room marble bathrooms nice touch, evening reception fantastic, allejandro good job rum cokes, office staff friendliest encountered n'awlins, travel new orleans quite new preferred place stay big easy,  ",5,REV-0141,2024-05-07,positive,customer_service,high,friendly hotel staff,2024-05,2024-05-06
"nice family just returned vacation loved location waikiki beachcomber went shows showroom really good, rooms older clean maid service great desk personnel wonderful thing say n't right charged coffee room morning not big complaint just went got coffee filters bag hawaiian coffee seen outside unexpected 2.00 pot charge enjoyed stay stay, treated nice wonderful wonderful time, aloha,  ",1,REV-0142,2024-05-08,positive,value_for_money,medium,good value location,2024-05,2024-05-06
"good location not far mitte, stay hotel 5 nights package excluding breakfast pleasant stay, attending convention icc west berlin subway right took 20 mins reach icc, hotel walking distance brundenberg gate museums nearby jewish musseum, easy mitte district, walked area 5 days really good time, restaurants charlottenberg strasse good, fredrichstrasse main shopping street east berlin 200 yards away, excellent night life bars restaurants late nights cinemas mitte district make exciting stay hotel, ",5,REV-0143,2024-05-09,positive,location,low,good location for shopping,2024-05,2024-05-06
"great place stay stayed towers june 28th-july 5th taking kids hawaii family vacation, room great beds adults kids, felt like condo kitchen laundry room, view spectacular overlooking beach street, staff friendly helpful walking distance, highly recommend following activities international marketplace driving north shore paradise cove luau, complaint towers n't check exactly 3pm no sooner, wait 3 hours room worth wait,  ",5,REV-0144,2024-05-10,positive,product_quality,low,great family condo,2024-05,2024-05-06
"wonderful experience recommend thanks reviews comments tripadvisor pick hotel week trip husband went anniversary day, just great perfect location spacious room awesome view professional staff, thoroughly enjoyed stay recommend coming hk, definitely return,  ",5,REV-0145,2024-05-10,positive,product_quality,low,spacious room with view,2024-05,2024-05-06
"location 10 hotel 2 know really got pretty bad experience hotel feel need log trip advisor rate place 48 hours getting home, second comments overall feel place n't know hotel featuring website parts saw including creepy dingy room labyrinthine gerbil cage hallways looked like n't cleaned painted 70, room dated awful cheap paneling, twin beds like sleeping slab surgical theatre, required creaky anxiety inducing elevator rides meters walk just floor room, staff really unfriendly case florence plac",1,REV-0146,2024-05-11,negative,customer_service,high,unfriendly hotel staff,2024-05,2024-05-06
"affectionate affinia dumont great location end aug-1st week sept fr corner room large 2 queen beds, clean rooms accommodating staff good restaurant adjoining hotel barking dog, pleasnat overall experience,  ",5,REV-0147,2024-05-12,positive,customer_service,medium,great hotel service staff,2024-05,2024-05-06
"cool place great hotel modern, room comfortable great shower dual shower heads, loved, wonderful view 27th floor totally silent night, noise elevator bit annoying right elevator,  ",5,REV-0148,2024-05-13,positive,product_quality,low,great modern hotel room,2024-05,2024-05-13
"highly recommend hotel 41 wife just spent 4 nights new york july 1st 5th stayed hotel 41. having stayed place manhattan year somewhat desirable figured better, did ever.from moment arrived knew hotel 41 great place, staff super friendly helpful, happy opened door helped checked flight information expect hotel staff, walked hotel noticed common areas lobby elevator hallways lounge/restaurant immaculately clean nicely decorated, got room clean bright stylishly decorated, bed pillows comfortable, a",5,REV-0149,2024-05-14,positive,customer_service,high,friendly hotel staff,2024-05,2024-05-13
"loved dauphin orleans 9/24/03 9/28/03, hotel exceeded expectations, rooms good size clean comfortable, staff exceedingly friendly, service terrific not intrusive, excellent continental breakfast fresh fruit waffles pastries, pool courtyard quiet lovely, mae baily great place pre-dinner cocktail n't gouge like bars french quarter, close quiet location, hotel little faded edges appropriate french quarter, place terrific atmosphere, party spotted resident ghosts, definately stay year,  ",5,REV-0150,2024-05-15,positive,product_quality,low,exceeded expectations rooms clean,2024-05,2024-05-13
"basic tourist hotel clean plain quite adequate, room relatively small nice view tokyo tokyo tower distance, inexpensive restaurants shops multi-level shopping center adjacent, convenient supermarket street hotel, anime fans tall ani-mate sp, building street related businesses.this actually ikebukuro suburb tokyo short walk train station.we stayed days package tour crowds tourists there- not just americans,  ",1,REV-0151,2024-05-16,neutral,product_quality,low,basic hotel quite adequate,2024-05,2024-05-13
"worst hotel company booked room hotel charged corporate rate, checked nothing short disastrous.there no tv room, called lobby asked tv acted committed sin, took second day stay received 13-inch tv remote control accompanied envelope requesting tip.i n't know website claims free wireless internet, no wireless internet service asked wired service charged 10 day.breakfast prepared overworked little old lady, clearly not geared people work early morning, used having hotels serve breakfast 6am signs ",1,REV-0152,2024-05-17,negative,customer_service,high,worst hotel company booked,2024-05,2024-05-13
"pretty standard expected ana intercontinental pretty just expected, large impersonal good quality rooms amaneties expect intercontinental hotel.room size rhather small general good condition, maybe exception tiny bathroom needed refurbishment.what makes average hotel opinion perfect location close things andb superior service offered staff.all place return,  ",5,REV-0153,2024-05-18,neutral,general,low,standard expected intercontinental hotel,2024-05,2024-05-13
"surpassed expectations mom stayed westin rio mar january 21st january 27th, westin surpassed expectations, 1 room, amazing views ocean view room, room clean beds extremely comfortable, 2 beach/pool, gorgeous, preferred quiet pool crowded, 3 service, employees westin n't nicer, extremely friendly helpful, asked early check-in late check-out got issues hassles, 4 food, recommend pallio italian restaurant, favorite, grill room golf course good, 5 weather, weather week january perfect, sunny no rain",5,REV-0154,2024-05-19,positive,product_quality,low,westin surpassed expectations,2024-05,2024-05-13
"like old car new paint booked expedia month advance lafayette hotel, arrived hotel no room, imagine stay great stayed, regina desk sympathetic oversight, sent sister hotel road le cirque staff just nice amber magda complimentary night hopefully told contact expedia refund, le cirque modern like like old car new paint, toilet run rattled handle, farther liked french quarter, beware 20 25 day valet parking, not does bit vehicle park car lot hotel cost 5 park, hotel did n't choose n't choose future",1,REV-0155,2024-05-20,neutral,product_quality,low,old car new paint hotel,2024-05,2024-05-20
"appalling check-in check-out hotel bills deluxe hotel, design brilliant totally impactical, lights not work baths taking 20 minutes service amateur wonder staff, room cleaned 5.00 p.m. staff walking room 8.30 a.m. unanounced, list endless interestingly noone cared, want service n't waste time, make sure n't leave bags reception stuck lables left permanent mark, check check total disaster, good value 50 euros not 400 euros,  ",1,REV-0156,2024-05-20,negative,customer_service,high,poor service and value,2024-05,2024-05-20
"relaxing honeymoon just returned week palace macau honeymoon 6 13 october, little worried left latest reviews not great didnt need be.flight long not used long haul sitting hour plane manchester airport 9 hours hard going, no problems getting hotel reception efficient bags taken rooms, rooms- room did musty smell not bad cause concern room big stocked fridge.food excellent, just choice buffet fresh delicious, tried steak house night ok missed choice buffet, men make sure wear long trousers not s",5,REV-0157,2024-05-21,positive,general,low,relaxing honeymoon experience,2024-05,2024-05-20
"high rise high prices stayed hotel nights october 2004. book internet shop bag mega bargain paid 230 pounds room stay, hotel minute metro ride centre barcelona no problem metro cheap frequent reliable, impressions hotel promising grand lobby, exciting pilots uniform guests hotel yum.the hotel impressive looking forwards seeing bedroom bound fabulous, bedroom nothing special looking star luxury, clean large great view lovely bathroom bland bit characterless.staff efficent checking phoned book res",1,REV-0158,2024-05-22,neutral,product_quality,medium,mixed impression of hotel rooms,2024-05,2024-05-20
"heaven earth husband punta cana 5 times, resort best, draw no buffet dinner, eat big meal time breakfast fact buffet, stay 10 days, staff resort exceptional isabel franklin entertainment fine examples hard working pleasant young adults met, looked forward seeing everyday, staff like mention boys serve spice restaurant ate diner 5 times, amazing group young men, not curteous smiing, boys told husband taken boys home, privilege waited boys, hostesses restaurants pleasant delight daily, wont,  ",5,REV-0159,2024-05-23,positive,customer_service,low,excellent staff and service,2024-05,2024-05-20
"great hotel nice surprises really enjoyed stay fajardo inn, room bathroom lovely spacious family 4. traveling people kept asking staying conquistador looked price range, people not heard fajardo inn, worried unnecessarily, really pleasant experience start finish, pool excellent, shallow depth perfect young children, desk staff helpful giving directions, stayed culebra 2 nights fajardo inn 4. took day trips el yunque old san juan stay fajardo inn entire time day trip culebra spend night old san j",5,REV-0160,2024-05-24,positive,product_quality,low,lovely hotel room and pool,2024-05,2024-05-20
"okay just got riu south beach miami, stayed 2 days prior cruise mar 9 10th amenities pretty good rooms not bad, not great not bad, assume cleaning past hurricane season little leeway.we ocean view room 7th floor great view beach ocean pool area, beds hard rock pillows pillows 2 inches no cushion, staff generally friendly spoke little english, barely understand guy checked forms signed language, ordered drink example bartender acknowledge start speaking language buddies bar, talking weather wife ",1,REV-0161,2024-05-25,neutral,general,low,hotel amenities okay,2024-05,2024-05-20
"bad bad bad hotel verry bad pls not stay, close ramblas things service customer extremeley poor, terrible cant recommend,  ",1,REV-0162,2024-05-26,negative,customer_service,high,hotel service extremely bad,2024-05,2024-05-20
"great time used tips awesome time, relaxing, beautiful beach, gorgeous grounds, nice room, friendly staff, wish knew went visas, arrive airport terminal head straight counter says tourist visa buy 10 card guest, government tax card need country, buy line customs, required, shop, store hotel way overpriced need basic really trouble, sunscreen 26, favor pack sunscreen sun strong, aid, bring medications band-aids neosporin immodium pepto, coming world country hotel no first-aid kit free medications",5,REV-0163,2024-05-27,positive,general,low,relaxing great time,2024-05,2024-05-27
"yes believe good reviews, suites not just rooms, clean elegant quiet, great bathroom including washing machine bidet view canals, breakfasts nice.the staff franca guido donatella great, feel happy assistance.location excellent central easy walk everywhere.i planned stay 3 nights ended staying 5.i grateful tripadvisor previous guests wrote reviews hotel,  ",5,REV-0164,2024-05-28,positive,customer_service,low,staff great assistance,2024-05,2024-05-27
"comfortable stay visited hilton garden located gravier street, location good especially want walk harrah's.it maybe blocks hotel, visit canal place shopping center, upscale center lots brand designers, convention center not far point, opposite direction walk french quarters, gravier narrow street cars through.my room plesant hilton not gotten hotel upgrade bedding enjoyed previous hilton hotels stays, staff said working, breakfast lunch served hotel, places walk dinner especially weekends.the lo",5,REV-0165,2024-05-29,positive,general,low,comfortable hotel stay,2024-05,2024-05-27
"great hotel price booked hotel stay hotwire, little nervous time used hotwire, turned great deal, got room 59/night, block bourbon street walk, rooms average size clean, things did not like beds really small bathroom floors sticky, cleaned did n't floor mat step bathed, worth money, return hotel future, thing little expensive parking 26/night, think pretty standard hotels area,  ",5,REV-0166,2024-05-30,positive,product_quality,low,average rooms clean size,2024-05,2024-05-27
"good place stay good price, spent days downtown rodeway inn enjoyed stay, room clean beds comfortable, maid service kept refreshed clean, bathroom looked like recently remodeled, wifi worked best motel used, breakfast modest adequate couple breakfast spots half block, room offered fridge microwave plus standard coffee maker, mini mart street, particulary enjoyed getting breakfast korean restaurant run nice couple half block 9th street market street, rodeway inn convenient market street bart muni",5,REV-0167,2024-05-30,positive,customer_service,low,maid service clean breakfast,2024-05,2024-05-27
"wonderful stay wonderful stay 3 nights, room nice beds comfortable staff extremely friendly helpful, definately thÄ place stay amsterdam short city break,  ",5,REV-0168,2024-05-31,positive,general,low,friendly staff comfortable bed,2024-05,2024-05-27
"disapointing 27/7/06 fife scotland 2 adults 1 child 14 just disapointing holiday room wasdark damp smelly 2 single beds small bed 510 son middle floor bathroom stinkingwe got room ok patio door did n't lock toilet did n't flush coffee maker broke 3x tv did n't work food disgusting covered flies entertainment 40 mins ametuer dancers nite went sosua got mobed locals scary not recommend holiday,  ",1,REV-0169,2024-06-01,negative,product_quality,high,dark damp smelly room,2024-06,2024-05-27
"amazing service wonderful staff stayed king deluxe room 3 nights end june wrote comment hotel saying july accident, moment stepped beautiful lobby seen- candles delphiniums hydrangeas deep purple- moment checked waiting bruce springsteen way, just magnificent experience, room spotless- no mold like ritz bathroom london- great amenities lots shelves safe comfy pillows big tub, staff smiling helpful available, concierge help, doormen friendly, housekeeping staff quiet- sleep late want- no kids run",5,REV-0170,2024-06-02,positive,customer_service,low,wonderful staff magnificent experience,2024-06,2024-05-27
"great place stay heart san francisco stayed weekend san francisco, fall 2008 quite bit rennovation going lobby area things like restaurant lounge not totally available, despite really enjoyed stay, place business people, weekend barely saw person sunday night rolled crowded, renovated room stylish comfortable, no complaints, view window not good did n't bother, unusually warm time felt air conditioner worked better, n't bad unacceptable really non-stellar stay, upper 80s doubt kind issue, great ",5,REV-0171,2024-06-03,neutral,general,low,mixed experience stay,2024-06,2024-06-03
"class perfect location, huge room, fab views, hotel just perfect, beautiful kimonos, staff lovely, stay,  ",5,REV-0172,2024-06-04,positive,general,low,great location and views,2024-06,2024-06-03
"awesome excellent hotel, not say good things park hyatt sydney, location perfect rooms magnificent hotel staff exceptional, upgraded room twice just asked, conceirge went way help local attractions, pricey worth dollar spent, stay visit sydney,  ",5,REV-0173,2024-06-05,positive,general,low,exceptional hotel and service,2024-06,2024-06-03
"lovely place wife booked april long weekend stay residence michelangiolo reading positive reviews tripadvisor website not disappointed, villa located leafy area edge town close walk 15 minutes centre florence.the room stayed clean spacious small table chosen morning coffee, incidentally room coffee making facilities small fridge stocked daily bottled water free use.the staff friendly providing tips various attractions visit florence suggesting various restaurants florence, definitely recommend r",5,REV-0174,2024-06-06,positive,general,low,lovely villa with great service,2024-06,2024-06-03
"great service hilton new orleans st. charles hilton new orleans st. charles great hotel, town conference not asked better hotel, loved turndown service chocolates left bed, staff helpful finding activities free time directions, room spacious clean, thank great stay,  ",5,REV-0175,2024-06-07,positive,customer_service,low,great service and helpful staff,2024-06,2024-06-03
"dumbstruck nothing kudos place check check room staff nothing short excellent, view room overlooking trade center river incredible, weekend kind quiet want, skip restaurant recommendations church day rate..you wo n't dissapointed, traveller spends 80 nights year hotels, place star rating, not solid, loved having starbucksa door complaint lack coffee maker room, thats complaint,  ",5,REV-0176,2024-06-08,neutral,customer_service,low,some good and bad experiences,2024-06,2024-06-03
"omm perfect contrary reviews stayed omm service excellent, staff exception friendly helpful, dinner restaurant moo tasting menu wine chosen pricey best meal, restaurant staff attentive friendly french wine waiter delightful, decor cool funky enjoyed playing electronic controls bedroom, good location beautiful building great food lovely staff highly recommend stay,  ",5,REV-0177,2024-06-09,positive,product_quality,low,excellent stay and service,2024-06,2024-06-03
"great time, stayed lti 2 weeks begining december.we enjoyed pool beach, king size bed air worked great, rooms simple clean stocked water, food buffet tasty lots options-neither got sick entire trip, al la carte restaurants little special did tasty food, staff nice helpful work hard, grounds clean kept, resort does n't alot english speaking people staying taken account want mix mingle alot, strong german resort, enjoyed trip alot,  ",5,REV-0178,2024-06-09,positive,product_quality,low,great time and accommodations,2024-06,2024-06-03
"wonderful hotel 2 nights october hotel got room bizz floor, room clean comfortable, booked holiday-inn webside payed approx, 95 us- night.the staff helpful friendly, breakfast buffet included rate really excellent.we coming beijing train shanghai.the taxi drive train station hotel takes 40 minutes cost approx, 3 us- no city-center beijing doesn__t matter not close forbidden city tianamen place, taxi ride 30 minutes important tourist attractions sure second ring.when want arrange tour great wall",5,REV-0179,2024-06-10,positive,product_quality,low,great hotel and staff,2024-06,2024-06-10
"nice hotel bad location barcelo atenea mar great hotel, modern faces mediterranean free internet cafe close bus stop easy access inner city.we no problem whatsoever hotel little better hotel city,  ",5,REV-0180,2024-06-11,neutral,location,low,nice hotel but bad location,2024-06,2024-06-10
"star ghetto motel hi arrived ant recomended suposed 4 star hotel enter lobby no marble outdated ugly tacky goto check-in line long empolyees rude finally rooms enter beds cramped no room inbetween room smelled humid air airconditoner smuggythe bathroom outdated coffe maker yes bathroom ugh sink clogged ants bathtub bugs bathroom raid like smell tiolet door, thou got stuck wanted open, look air vent bathroom room listen neighbor.nasty ok elevators getting stuck no ventilation whatso stunk people ",1,REV-0181,2024-06-12,negative,product_quality,high,very bad experience hotel,2024-06,2024-06-10
"fantastic hotel did lot research online looking hotel stay nights venice, trip advisor major influence decision contact hotel la commedia ultimately book junior suite, just returned trip happy chose wonderful hotel, hotel say star deluxe service star tremendously gracious classy professional group gentlemen desk, speak excellent english helpful nice, confirmed dinner reservations arrived tuscany.we stayed couple junior suite deluxe double, rooms quiet clean spacious comfortable, beds firm like b",5,REV-0182,2024-06-13,positive,general,low,excellent hotel experience venezia,2024-06,2024-06-10
"nice hotel wife just returned beautiful weekend barcelona 18-22 stayed torre catalunia hotel, superior room 20th floor nice clean speacios view fantastic, reading reviews tripadvisor decided pay room worth it.the hotel near sants station bit far center use underground list twice day hotel, looking beautiful view nice room don t mind use underground mentioned torre catalunia choose hotel la ramblas located hurt center,  ",5,REV-0183,2024-06-14,positive,general,low,great hotel barcelona view,2024-06,2024-06-10
"paradise not quite husband booked trip excited fun sun good food pampering 30 travel extensively, arrived greeted freddy beware dozens try hustle cabs drove resort air conditioned suv included room rate, great hour 20 minute ride bearable, spring helicopter albeit overpriced save time motion sickness, roads horribly potholed littered boulders did mention cattle horses crossing no road laws police, arrived resort met expectations ways fell short, staff accommodating friendly albeit scarce grounds",1,REV-0184,2024-06-15,neutral,general,medium,mixed feelings about resort experience,2024-06,2024-06-10
"fabulous breakfast buffet free use check email impressed hotel, staff notch helping visit town providing maps city best way walk things wanted, breakfast great beautiful buffet cold cuts hard boiled eggs toast jam fruit yogurt cereals juice cappuccino machine, computers lobby guests check email free.the rooms clean great tv remote control, thought outstanding location right near train station perfect day layover,  ",5,REV-0185,2024-06-16,positive,general,low,impressed with hotel services buffet,2024-06,2024-06-10
"not recommend just returned week paradisus, absolutely beautiful staff pretty friendly, stated place falls short ways quite disappointed, got told 23 occupancy, thought great no problems eating want, told book reservations dinners way ahead, tried night got told no openings, 23 occupancy restaurants, company trip mentioned marketing director proceeded check reservations gave 10 spots 3 different restaurants, does work, food pretty good tasting cold buffets not just little cold, expect better qua",1,REV-0186,2024-06-17,negative,customer_service,high,poor customer service,2024-06,2024-06-17
"loved ilerostar bavaro wow holiday stayed weeks enjoyed minute, grounds incredible grounds workers work 24/7 grounds incredibly clean beautiful, beach awesome able chair sun shade, pool large able charis, really enjoyed swim bar, speaking bars plenty not wait drink drinks stronge recommend bring travel cup way drinks ocean pool stay cold, staff nice went way traveled friends buffet restaurant staff table available n't asked, got little bored buffet good, try omlettes pasteries great, ala carte r",5,REV-0187,2024-06-18,positive,product_quality,low,excellent dining experience,2024-06,2024-06-17
"best hotel gem hotel.. ideal location great places eat 1 block away.. main bus city-champ elyses louvre 2 blocks away metro ideally located 3 blocks away.. free internet free tray cofee staff really phenomenal ready help need city tours pick hotel including airport taxi overall excellent.. definitely great hotel stay,  ",5,REV-0188,2024-06-19,positive,value_for_money,low,great value excellent location,2024-06,2024-06-17
"great hotel, just returned night stay hotel, really apprehensive having seen negative reviews need n't worried, reception staff really helpful room great traditional comfortable clean, triple room plenty room, balcony looked central area apartments, not pretty nice able sit hear chatter local people, overall highly recommend hotel, excellent value money great location,  ",5,REV-0189,2024-06-19,positive,value_for_money,low,great value excellent hotel,2024-06,2024-06-17
"great room stay stayed nights business trip great hotel great room great food near,  ",5,REV-0190,2024-06-20,positive,general,low,great hotel stay,2024-06,2024-06-17
"noisy wife booked nights hotel did not enjoy experience, clean friendly noise level resulted no sleep, rooms floor right hand building avoided, recycling trash bins outside windows collected early hours morning, windows did not lock properly provided no barrier outside noises, plus location excellent,  ",1,REV-0191,2024-06-21,negative,product_quality,high,hotel rooms too noisy,2024-06,2024-06-17
"just good true stayed 3 nights felt sense loss left, beautful building sublime views perfect service tasty food, fantastic room amazing bathroom state art toilet, 100 recommended,  ",5,REV-0192,2024-06-22,positive,product_quality,low,hotel excellent experience,2024-06,2024-06-17
"fabulous, singapore fabulous city aware general hotels higher standard service europe, book not disappointed style service facilities way, bend backwards look example birthday stay came room hand decorated birthday cake fruit arrangement complimentary left room, breakfast buffet took 3 rooms really, loved place hope day recommend,  ",5,REV-0193,2024-06-23,positive,general,low,hotel exceeded expectations,2024-06,2024-06-17
"good location reading reviews bit concerned travel agent booked, did n't need, yes rooms tiny time spend, clean location great, did n't eat hotel cheaper charlie browns round corner ca n't coment food, easy links underground ferry avoided touristy places dinner possible great local restaurant doors, stayed worse places money worse locations,  ",1,REV-0194,2024-06-24,neutral,value_for_money,low,hotel location great but small rooms,2024-06,2024-06-24
"clean rooms rooms hotel pro bowl 2/10-2/14, rooms clean hotel staff great, parking limited spaces small want avoid larger suv trailblazer explorer jeep etc.., parking 18 day noise huge problem, rooms located 6th 7th floor facing west, emergency stairwell doors rooms, people went doors 24 hours day doors slam closed everytime, street noise really bad floors hear people yelling laughing talking hours day, bar somehwere close night 2:30 3:30 dump glass bottles metal trash bin, goes 30 minutes, tras",1,REV-0195,2024-06-25,negative,product_quality,high,parking and noise huge problem,2024-06,2024-06-24
"great stay, barcelona 10 days october 2008 staying soho hotel nÄ_ëÙ_ez navarro hotels spain, hotel location good near universities 2 major shopping areas lots action close did not trouble finding way bit help concierges time city bit partner conference days.the property approximately 50+ room boutique hotel honest trip europe having worked management large high-end hotel vancouver bc canada soho definitely surpassed expectations, taken care property extremely clean beautiful kind funky fairly m",5,REV-0196,2024-06-26,positive,customer_service,high,great stay soho hotel,2024-06,2024-06-24
"architecture great user-centeredness low really hard complain biltmore pheonix, really lovely live interesting architecture lovely surroundings.having just concluded 3 nights business trip observation familir prairie school know rooms lovely balconies useless, blacony shared making impossible open drapes dressed fresh air, ca n't sleep door open risking walking room, obviously hard change architecture complaint, az love fresh air private balcony let enjoy surroundings, biltmore sleep ac drapes c",5,REV-0197,2024-06-27,negative,product_quality,high,balcony not private,2024-06,2024-06-24
"langham place best place outside central langham place great hotel mongkok, heading hong kong work pleasure fantastic place stay paying high prices central train stops away, langham place connected langham mall trendy mega-mall bit trendy tasts interesting latest fads, blocks away ladies market electronics market sports market interesting night bargain shopping, hotel iteself fabulous bathroom shares glass wall hotel room cool, favorite negative edge rooftop pool high-end exercise room, morning ",5,REV-0198,2024-06-28,positive,value_for_money,medium,langham place great value,2024-06,2024-06-24
"not 5 star hotel stayed hotel recent business trip, location great short walk central station easy access amsterdam attractions, not 5 star hotel reality tired 4 star hotel, room small dire need updating, 5th floor accessed lift hidden away hotel, despite higher floor left note hotel management ear plugs block noise dam square actually needed block loud awful music piped hotel corridors, looking window perfect view apartments opposite meant blinds closed times privacy, bathroom seen better days ",1,REV-0199,2024-06-29,negative,product_quality,high,room small outdated,2024-06,2024-06-24
"awesome just returned stayed hotel weeks enjoyed everyday location great neutral waikiki desk helpfull cheerfull accomadating friends came join putting floor definetly stay,  ",5,REV-0200,2024-06-30,positive,general,low,location and staff great,2024-06,2024-06-24
