id_student,code_module,code_presentation,risk_tier,dropout_risk_score,final_result
607600,EEE,2013J,Medium,4.18,Pass
607609,EEE,2013J,Critical,7.97,Withdrawn
607636,EEE,2013J,Medium,4.22,Pass
607814,EEE,2013J,Medium,4.69,Fail
607835,EEE,2013J,Medium,3.76,Pass
607883,EEE,2013J,Critical,9.5,Withdrawn
607947,EEE,2013J,Medium,3.66,Distinction
608024,EEE,2013J,Medium,4.37,Pass
608130,EEE,2013J,Medium,4.6,Pass
608243,EEE,2013J,Medium,4.06,Distinction
608459,EEE,2013J,Critical,7.73,Withdrawn
608472,EEE,2013J,Medium,5.46,Pass
608504,EEE,2013J,Medium,4.45,Pass
608591,EEE,2013J,Critical,9.41,Withdrawn
608669,EEE,2013J,High,6.34,Fail
608744,EEE,2013J,Medium,4.26,Pass
608884,EEE,2013J,Medium,4.97,Pass
608967,EEE,2013J,High,6.52,Fail
609025,EEE,2013J,Medium,3.92,Pass
609192,EEE,2013J,Medium,4.5,Pass
609490,EEE,2013J,Critical,9.47,Withdrawn
609527,EEE,2013J,Medium,4.15,Distinction
609583,EEE,2013J,Critical,7.68,Withdrawn
609682,EEE,2013J,Medium,4.37,Pass
609748,EEE,2013J,Critical,7.71,Withdrawn
610025,EEE,2013J,Medium,4.26,Pass
610143,EEE,2013J,High,6.42,Fail
610158,EEE,2013J,Medium,4.68,Pass
610188,EEE,2013J,Medium,4.13,Pass
610453,EEE,2013J,Low,3.41,Pass
610503,EEE,2013J,Medium,4.55,Pass
610549,EEE,2013J,Medium,4.5,Pass
610575,EEE,2013J,Medium,3.92,Pass
610695,EEE,2013J,Critical,9.43,Withdrawn
610855,EEE,2013J,Medium,4.26,Pass
610873,EEE,2013J,Medium,4.42,Pass
610888,EEE,2013J,Medium,5.0,Fail
610979,EEE,2013J,Medium,4.99,Fail
611033,EEE,2013J,Medium,3.89,Distinction
611049,EEE,2013J,Medium,4.25,Distinction
611062,EEE,2013J,Medium,4.52,Fail
611202,EEE,2013J,Medium,3.92,Distinction
611206,EEE,2013J,Medium,5.01,Fail
611255,EEE,2013J,Low,3.14,Pass
611344,EEE,2013J,Medium,4.0,Pass
611402,EEE,2013J,Medium,4.39,Pass
611405,EEE,2013J,High,7.25,Withdrawn
611561,EEE,2013J,Medium,4.49,Fail
611564,EEE,2013J,Medium,4.24,Pass
611565,EEE,2013J,Critical,9.43,Withdrawn
611639,EEE,2013J,Medium,5.3,Fail
612048,EEE,2013J,Medium,4.61,Pass
612177,EEE,2013J,Medium,4.3,Distinction
612183,EEE,2013J,Medium,3.74,Distinction
612187,EEE,2013J,Medium,4.12,Distinction
612191,EEE,2013J,Medium,4.49,Fail
612199,EEE,2013J,Critical,7.56,Withdrawn
943374,EEE,2013J,Medium,4.05,Pass
965763,EEE,2013J,Medium,4.44,Pass
991843,EEE,2013J,Medium,3.54,Distinction
1053702,EEE,2013J,Medium,4.03,Distinction
1073766,EEE,2013J,Medium,3.78,Pass
1400592,EEE,2013J,Critical,9.59,Withdrawn
1487084,EEE,2013J,Medium,4.42,Pass
1529371,EEE,2013J,Medium,4.26,Fail
1541906,EEE,2013J,Medium,4.51,Fail
1561750,EEE,2013J,Medium,4.14,Pass
1567505,EEE,2013J,Medium,4.15,Pass
1622944,EEE,2013J,Medium,4.62,Fail
1638548,EEE,2013J,Medium,4.15,Pass
1667346,EEE,2013J,Medium,4.13,Pass
1725109,EEE,2013J,Low,3.21,Distinction
1762336,EEE,2013J,Medium,4.54,Fail
1781834,EEE,2013J,Low,3.34,Pass
1837015,EEE,2013J,High,6.48,Fail
1850818,EEE,2013J,Medium,5.12,Pass
1861793,EEE,2013J,Low,2.76,Distinction
1896088,EEE,2013J,Critical,7.77,Withdrawn
1902240,EEE,2013J,Low,3.34,Distinction
1915408,EEE,2013J,Medium,4.36,Pass
1924641,EEE,2013J,Medium,4.65,Pass
1930644,EEE,2013J,Medium,4.94,Pass
1951925,EEE,2013J,Medium,4.73,Fail
1954230,EEE,2013J,Medium,4.43,Pass
1976350,EEE,2013J,Medium,4.03,Pass
1991903,EEE,2013J,Medium,4.3,Pass
1993955,EEE,2013J,Medium,4.77,Pass
1994610,EEE,2013J,High,7.26,Withdrawn
1995239,EEE,2013J,Medium,4.23,Fail
1995532,EEE,2013J,Medium,4.31,Distinction
2028474,EEE,2013J,Medium,4.62,Fail
2033951,EEE,2013J,Medium,4.45,Distinction
2046324,EEE,2013J,Medium,4.49,Fail
2056643,EEE,2013J,Low,3.42,Pass
2080916,EEE,2013J,High,7.36,Withdrawn
2094849,EEE,2013J,Critical,7.76,Withdrawn
2109119,EEE,2013J,Medium,4.01,Distinction
2115680,EEE,2013J,Critical,9.59,Withdrawn
2128283,EEE,2013J,Critical,7.53,Withdrawn
2134237,EEE,2013J,Medium,4.58,Pass
2134304,EEE,2013J,Medium,4.31,Pass
2137413,EEE,2013J,Medium,4.55,Fail
2138146,EEE,2013J,Medium,4.34,Pass
2171834,EEE,2013J,Medium,3.95,Pass
2187588,EEE,2013J,High,7.39,Withdrawn
2198356,EEE,2013J,Critical,9.5,Withdrawn
2199455,EEE,2013J,Medium,4.21,Pass
2252437,EEE,2013J,Medium,4.54,Pass
2255516,EEE,2013J,Medium,3.68,Distinction
2274938,EEE,2013J,Medium,4.51,Fail
2326597,EEE,2013J,Medium,4.87,Pass
2331750,EEE,2013J,Medium,4.08,Pass
2384615,EEE,2013J,Critical,9.3,Withdrawn
2389754,EEE,2013J,Medium,4.66,Pass
2408307,EEE,2013J,Medium,3.53,Distinction
2418732,EEE,2013J,Medium,3.68,Distinction
2435050,EEE,2013J,Critical,9.6,Withdrawn
2435726,EEE,2013J,Medium,4.32,Pass
2451726,EEE,2013J,Medium,4.72,Pass
2474006,EEE,2013J,Medium,4.6,Pass
2474995,EEE,2013J,Medium,3.77,Pass
2485655,EEE,2013J,Low,3.47,Distinction
2487990,EEE,2013J,Medium,4.22,Pass
2505299,EEE,2013J,Medium,4.13,Pass
2513333,EEE,2013J,High,6.26,Fail
2518880,EEE,2013J,High,6.47,Fail
2537898,EEE,2013J,Medium,4.25,Pass
2541992,EEE,2013J,Critical,9.45,Withdrawn
2542645,EEE,2013J,Medium,4.74,Fail
2562704,EEE,2013J,Critical,7.77,Withdrawn
2564333,EEE,2013J,Medium,4.3,Pass
2569834,EEE,2013J,Medium,4.53,Pass
2574909,EEE,2013J,Medium,4.57,Pass
2588201,EEE,2013J,Medium,3.84,Pass
2590189,EEE,2013J,Medium,4.44,Pass
2598509,EEE,2013J,Medium,4.46,Pass
2598961,EEE,2013J,Medium,3.64,Distinction
2604856,EEE,2013J,Medium,4.46,Fail
2607824,EEE,2013J,Medium,3.81,Pass
2608828,EEE,2013J,Medium,4.22,Pass
2610857,EEE,2013J,Critical,9.6,Withdrawn
2614546,EEE,2013J,Critical,9.36,Withdrawn
2615849,EEE,2013J,Medium,4.51,Pass
2616950,EEE,2013J,Medium,4.05,Pass
2617635,EEE,2013J,Medium,4.74,Pass
2619025,EEE,2013J,Medium,4.11,Distinction
2623263,EEE,2013J,Low,3.43,Distinction
2623960,EEE,2013J,Critical,7.75,Withdrawn
2625693,EEE,2013J,Medium,4.11,Pass
2634238,EEE,2013J,Medium,5.04,Fail
2641254,EEE,2013J,Medium,3.69,Pass
2641364,EEE,2013J,Medium,3.87,Pass
2657915,EEE,2013J,Medium,4.13,Distinction
2670012,EEE,2013J,Critical,9.46,Withdrawn
2681277,EEE,2013J,High,7.39,Withdrawn
2698535,EEE,2013J,Medium,4.81,Pass
25150,EEE,2014B,Medium,3.95,Pass
27780,EEE,2014B,Medium,5.0,Pass
29639,EEE,2014B,Low,3.44,Pass
29820,EEE,2014B,Medium,3.97,Pass
35340,EEE,2014B,Medium,4.27,Pass
35508,EEE,2014B,Medium,3.75,Distinction
64296,EEE,2014B,Medium,4.55,Fail
69239,EEE,2014B,Critical,9.43,Withdrawn
70537,EEE,2014B,Medium,4.17,Pass
83219,EEE,2014B,Medium,4.18,Pass
97486,EEE,2014B,Critical,9.36,Withdrawn
121574,EEE,2014B,High,6.47,Fail
128971,EEE,2014B,Medium,4.06,Pass
135330,EEE,2014B,Medium,4.8,Fail
144745,EEE,2014B,Medium,4.19,Pass
148282,EEE,2014B,Medium,5.3,Fail
156594,EEE,2014B,Medium,4.14,Pass
158831,EEE,2014B,Medium,4.5,Pass
165376,EEE,2014B,Medium,4.77,Pass
167791,EEE,2014B,Medium,4.35,Distinction
170936,EEE,2014B,Medium,4.96,Pass
171334,EEE,2014B,High,7.46,Withdrawn
174512,EEE,2014B,Critical,9.3,Withdrawn
182400,EEE,2014B,Medium,5.17,Fail
185057,EEE,2014B,Medium,4.23,Pass
186476,EEE,2014B,Medium,4.24,Pass
188260,EEE,2014B,Medium,4.5,Pass
188662,EEE,2014B,Medium,3.83,Pass
193163,EEE,2014B,Medium,4.46,Fail
197730,EEE,2014B,Medium,4.32,Pass
198902,EEE,2014B,High,5.57,Fail
231019,EEE,2014B,Medium,5.29,Fail
231339,EEE,2014B,Medium,3.68,Distinction
234559,EEE,2014B,Medium,4.75,Pass
237934,EEE,2014B,Medium,4.91,Fail
244166,EEE,2014B,Medium,5.1,Fail
244977,EEE,2014B,Medium,3.84,Distinction
247819,EEE,2014B,Medium,4.08,Pass
248818,EEE,2014B,Medium,4.25,Pass
250092,EEE,2014B,High,6.44,Fail
256867,EEE,2014B,Medium,3.79,Distinction
261042,EEE,2014B,High,6.47,Fail
266040,EEE,2014B,Critical,7.89,Withdrawn
267961,EEE,2014B,Medium,4.27,Fail
272103,EEE,2014B,High,6.5,Fail
274218,EEE,2014B,Medium,4.22,Pass
278786,EEE,2014B,Medium,4.88,Fail
285170,EEE,2014B,Medium,4.15,Pass
289397,EEE,2014B,Medium,4.55,Pass
291674,EEE,2014B,Medium,3.89,Distinction
293670,EEE,2014B,Critical,9.45,Withdrawn
293686,EEE,2014B,Medium,3.67,Distinction
294578,EEE,2014B,Critical,9.53,Withdrawn
303774,EEE,2014B,Critical,9.53,Withdrawn
308391,EEE,2014B,Critical,8.38,Withdrawn
321112,EEE,2014B,Critical,9.6,Withdrawn
324257,EEE,2014B,Medium,4.86,Pass
329455,EEE,2014B,Medium,4.0,Distinction
335355,EEE,2014B,Medium,4.33,Pass
338854,EEE,2014B,Medium,4.6,Pass
339353,EEE,2014B,Critical,9.43,Withdrawn
342957,EEE,2014B,Medium,4.51,Pass
349069,EEE,2014B,High,5.74,Fail
350690,EEE,2014B,Medium,4.53,Fail
353368,EEE,2014B,Medium,4.74,Fail
353953,EEE,2014B,Medium,4.28,Pass
359460,EEE,2014B,Critical,7.65,Withdrawn
359728,EEE,2014B,Critical,9.53,Withdrawn
366424,EEE,2014B,Medium,4.57,Pass
368306,EEE,2014B,Medium,4.77,Pass
371113,EEE,2014B,Critical,9.42,Withdrawn
372812,EEE,2014B,Critical,7.9,Withdrawn
380921,EEE,2014B,Medium,4.6,Pass
382432,EEE,2014B,Critical,9.55,Withdrawn
382910,EEE,2014B,Medium,4.24,Pass
383239,EEE,2014B,Medium,4.08,Pass
389267,EEE,2014B,Medium,4.02,Pass
393488,EEE,2014B,Medium,4.78,Pass
404239,EEE,2014B,High,6.45,Fail
407428,EEE,2014B,High,6.46,Fail
410810,EEE,2014B,Medium,4.09,Pass
411381,EEE,2014B,Medium,5.48,Fail
413891,EEE,2014B,Medium,5.38,Fail
416689,EEE,2014B,Critical,7.85,Withdrawn
417547,EEE,2014B,Medium,4.31,Pass
420333,EEE,2014B,Medium,4.34,Pass
421111,EEE,2014B,Medium,5.2,Pass
422341,EEE,2014B,Critical,9.33,Withdrawn
424978,EEE,2014B,Medium,4.25,Pass
426316,EEE,2014B,Medium,4.38,Pass
426616,EEE,2014B,Medium,4.23,Pass
431386,EEE,2014B,Medium,4.52,Fail
437971,EEE,2014B,High,7.19,Withdrawn
441852,EEE,2014B,Medium,4.16,Pass
443948,EEE,2014B,Low,3.39,Pass
444197,EEE,2014B,Medium,4.07,Pass
444349,EEE,2014B,Medium,4.63,Fail
446077,EEE,2014B,Medium,4.81,Fail
446295,EEE,2014B,High,6.51,Fail
447235,EEE,2014B,Medium,4.25,Distinction
464724,EEE,2014B,Medium,4.01,Pass
467144,EEE,2014B,Medium,4.3,Pass
469761,EEE,2014B,Low,3.47,Pass
469861,EEE,2014B,Medium,4.21,Pass
471018,EEE,2014B,Medium,5.09,Fail
474628,EEE,2014B,Medium,3.88,Pass
474674,EEE,2014B,Critical,7.86,Withdrawn
475497,EEE,2014B,Medium,4.78,Fail
478550,EEE,2014B,Medium,3.7,Pass
478791,EEE,2014B,Medium,3.51,Pass
479607,EEE,2014B,Medium,5.17,Fail
480928,EEE,2014B,Critical,8.7,Withdrawn
481618,EEE,2014B,Medium,3.87,Pass
485920,EEE,2014B,Medium,4.65,Pass
486836,EEE,2014B,Medium,4.37,Pass
487239,EEE,2014B,Medium,4.16,Pass
487494,EEE,2014B,Critical,9.39,Withdrawn
488828,EEE,2014B,High,6.4,Fail
490587,EEE,2014B,High,5.64,Fail
490662,EEE,2014B,Medium,5.1,Fail
491570,EEE,2014B,Critical,9.4,Withdrawn
492403,EEE,2014B,Medium,4.68,Pass
494427,EEE,2014B,Medium,4.27,Distinction
494872,EEE,2014B,Medium,4.67,Fail
496108,EEE,2014B,Medium,4.77,Pass
497047,EEE,2014B,Critical,9.33,Withdrawn
497361,EEE,2014B,Medium,4.16,Fail
497580,EEE,2014B,Medium,4.1,Pass
498261,EEE,2014B,Critical,9.47,Withdrawn
502640,EEE,2014B,Critical,8.77,Withdrawn
502929,EEE,2014B,Medium,5.03,Pass
503872,EEE,2014B,Medium,5.38,Fail
504062,EEE,2014B,Medium,4.6,Pass
504652,EEE,2014B,Medium,4.72,Pass
504728,EEE,2014B,Medium,4.47,Pass
505333,EEE,2014B,High,6.6,Fail
505767,EEE,2014B,Medium,4.21,Distinction
505855,EEE,2014B,Medium,4.1,Distinction
510266,EEE,2014B,Medium,4.06,Distinction
510545,EEE,2014B,Critical,9.6,Withdrawn
511199,EEE,2014B,Medium,4.91,Fail
511657,EEE,2014B,Medium,4.96,Fail
513211,EEE,2014B,High,6.52,Fail
513672,EEE,2014B,Medium,4.1,Pass
515125,EEE,2014B,Medium,5.07,Fail
516238,EEE,2014B,Medium,3.87,Pass
516728,EEE,2014B,High,6.39,Fail
518116,EEE,2014B,Medium,5.25,Fail
519258,EEE,2014B,Medium,4.86,Fail
519589,EEE,2014B,High,6.07,Fail
520824,EEE,2014B,Critical,8.55,Withdrawn
522525,EEE,2014B,Medium,3.88,Pass
523061,EEE,2014B,Medium,4.94,Pass
524276,EEE,2014B,High,5.63,Fail
524386,EEE,2014B,Medium,4.72,Fail
525332,EEE,2014B,Medium,4.56,Fail
526051,EEE,2014B,Medium,3.64,Distinction
527771,EEE,2014B,Medium,4.59,Fail
529304,EEE,2014B,Medium,4.68,Pass
531845,EEE,2014B,High,5.62,Fail
532531,EEE,2014B,Medium,5.28,Pass
532570,EEE,2014B,Critical,9.47,Withdrawn
536996,EEE,2014B,Critical,9.33,Withdrawn
538102,EEE,2014B,Medium,4.3,Fail
540509,EEE,2014B,Medium,3.93,Pass
541003,EEE,2014B,Medium,4.42,Pass
541999,EEE,2014B,Medium,4.83,Fail
542050,EEE,2014B,Medium,4.27,Pass
542524,EEE,2014B,Medium,4.39,Pass
543475,EEE,2014B,Medium,4.5,Pass
543924,EEE,2014B,Medium,4.9,Fail
543948,EEE,2014B,Medium,3.87,Pass
544052,EEE,2014B,Medium,4.27,Pass
544295,EEE,2014B,Medium,4.27,Fail
546400,EEE,2014B,Critical,9.44,Withdrawn
547100,EEE,2014B,High,6.4,Fail
547685,EEE,2014B,Critical,8.05,Withdrawn
548261,EEE,2014B,Medium,5.18,Fail
548992,EEE,2014B,Medium,5.23,Fail
549401,EEE,2014B,Critical,8.34,Withdrawn
550197,EEE,2014B,High,6.5,Fail
550357,EEE,2014B,Medium,4.3,Pass
550812,EEE,2014B,Medium,4.67,Pass
551528,EEE,2014B,Critical,7.94,Withdrawn
551856,EEE,2014B,High,5.86,Fail
552067,EEE,2014B,Medium,4.13,Distinction
553914,EEE,2014B,Critical,9.6,Withdrawn
554988,EEE,2014B,Critical,9.39,Withdrawn
555022,EEE,2014B,Medium,3.97,Pass
555756,EEE,2014B,Medium,3.93,Distinction
557700,EEE,2014B,Medium,3.94,Pass
558122,EEE,2014B,Medium,5.35,Fail
558342,EEE,2014B,Critical,8.3,Withdrawn
558492,EEE,2014B,High,6.53,Fail
559518,EEE,2014B,Medium,5.09,Pass
559977,EEE,2014B,Medium,4.93,Fail
560951,EEE,2014B,Medium,5.22,Fail
561271,EEE,2014B,Medium,4.98,Fail
561363,EEE,2014B,Medium,4.06,Pass
561559,EEE,2014B,Medium,4.2,Pass
561774,EEE,2014B,Medium,3.94,Distinction
562825,EEE,2014B,Medium,4.4,Pass
563230,EEE,2014B,Medium,3.74,Distinction
563902,EEE,2014B,Critical,9.46,Withdrawn
565275,EEE,2014B,Critical,7.63,Withdrawn
565838,EEE,2014B,Medium,4.74,Fail
566337,EEE,2014B,High,5.87,Fail
566422,EEE,2014B,Medium,3.7,Pass
566871,EEE,2014B,Medium,4.7,Fail
569342,EEE,2014B,Critical,7.73,Withdrawn
569620,EEE,2014B,High,6.3,Fail
571025,EEE,2014B,Critical,7.56,Withdrawn
571128,EEE,2014B,Medium,3.92,Pass
571233,EEE,2014B,Medium,4.36,Fail
571389,EEE,2014B,Critical,8.06,Withdrawn
571789,EEE,2014B,Critical,7.54,Withdrawn
571946,EEE,2014B,Critical,9.53,Withdrawn
571963,EEE,2014B,Medium,4.47,Pass
572249,EEE,2014B,High,6.59,Fail
573072,EEE,2014B,Critical,9.43,Withdrawn
573558,EEE,2014B,Medium,4.29,Pass
573665,EEE,2014B,Critical,9.36,Withdrawn
574508,EEE,2014B,Medium,4.19,Pass
574523,EEE,2014B,Medium,4.79,Pass
574580,EEE,2014B,High,6.61,Fail
574637,EEE,2014B,Medium,3.76,Pass
575162,EEE,2014B,Medium,5.08,Pass
575473,EEE,2014B,Medium,4.67,Pass
575777,EEE,2014B,Medium,4.5,Pass
576876,EEE,2014B,Medium,3.87,Distinction
577245,EEE,2014B,Medium,4.17,Pass
577352,EEE,2014B,High,6.67,Fail
577460,EEE,2014B,Medium,3.98,Distinction
577562,EEE,2014B,Medium,4.33,Pass
577603,EEE,2014B,Critical,9.52,Withdrawn
578541,EEE,2014B,Medium,4.62,Fail
578634,EEE,2014B,Medium,4.45,Pass
578958,EEE,2014B,Medium,4.79,Pass
581257,EEE,2014B,Medium,4.3,Pass
581269,EEE,2014B,Medium,4.65,Pass
581676,EEE,2014B,Medium,4.09,Pass
582094,EEE,2014B,High,7.07,Withdrawn
583968,EEE,2014B,Medium,3.99,Distinction
584698,EEE,2014B,Medium,4.91,Fail
585393,EEE,2014B,Low,2.94,Distinction
585397,EEE,2014B,Medium,3.82,Distinction
585662,EEE,2014B,Medium,3.98,Pass
587323,EEE,2014B,Medium,4.69,Pass
588274,EEE,2014B,Low,2.85,Distinction
588765,EEE,2014B,Medium,3.69,Pass
589001,EEE,2014B,Critical,9.5,Withdrawn
589033,EEE,2014B,Medium,4.4,Pass
589083,EEE,2014B,Critical,9.5,Withdrawn
589223,EEE,2014B,Medium,4.57,Pass
589260,EEE,2014B,Medium,4.11,Pass
589722,EEE,2014B,Critical,9.19,Withdrawn
589828,EEE,2014B,Medium,4.25,Pass
590699,EEE,2014B,Critical,9.27,Withdrawn
591398,EEE,2014B,Medium,3.99,Distinction
592080,EEE,2014B,Critical,9.47,Withdrawn
592372,EEE,2014B,Medium,5.03,Pass
592593,EEE,2014B,Medium,4.6,Pass
592666,EEE,2014B,Medium,4.58,Pass
593123,EEE,2014B,Medium,4.83,Fail
593733,EEE,2014B,Medium,3.87,Distinction
593941,EEE,2014B,Critical,9.47,Withdrawn
594131,EEE,2014B,Medium,4.93,Pass
594193,EEE,2014B,Medium,4.43,Fail
594684,EEE,2014B,Medium,4.07,Distinction
595100,EEE,2014B,Medium,4.18,Pass
595356,EEE,2014B,Critical,8.5,Withdrawn
595808,EEE,2014B,Medium,5.19,Fail
595992,EEE,2014B,Medium,4.51,Pass
596347,EEE,2014B,Medium,4.43,Pass
596947,EEE,2014B,Medium,4.49,Pass
597909,EEE,2014B,Medium,4.95,Pass
599056,EEE,2014B,Medium,4.71,Pass
599263,EEE,2014B,Medium,5.07,Fail
599341,EEE,2014B,Medium,3.99,Pass
599554,EEE,2014B,Medium,4.28,Pass
599937,EEE,2014B,Medium,4.95,Pass
600181,EEE,2014B,Critical,8.1,Withdrawn
600623,EEE,2014B,Medium,4.25,Distinction
600801,EEE,2014B,Medium,4.41,Pass
600814,EEE,2014B,Medium,4.17,Pass
600879,EEE,2014B,Critical,9.4,Withdrawn
600987,EEE,2014B,Medium,4.45,Pass
601043,EEE,2014B,Medium,4.07,Pass
601054,EEE,2014B,Medium,4.53,Pass
601211,EEE,2014B,Medium,3.92,Distinction
601248,EEE,2014B,High,6.53,Fail
601386,EEE,2014B,Medium,4.09,Pass
602107,EEE,2014B,Medium,4.61,Fail
602150,EEE,2014B,High,7.49,Withdrawn
602721,EEE,2014B,Medium,3.7,Distinction
603531,EEE,2014B,Medium,4.37,Pass
603791,EEE,2014B,High,6.52,Fail
603832,EEE,2014B,Medium,4.86,Pass
604078,EEE,2014B,Critical,9.33,Withdrawn
604172,EEE,2014B,Medium,3.76,Distinction
604270,EEE,2014B,Medium,4.22,Pass
604337,EEE,2014B,Medium,4.76,Fail
604490,EEE,2014B,Critical,9.63,Withdrawn
604502,EEE,2014B,Medium,4.4,Pass
604571,EEE,2014B,Medium,4.31,Pass
604665,EEE,2014B,Critical,9.57,Withdrawn
604789,EEE,2014B,Medium,4.49,Pass
605130,EEE,2014B,Critical,9.47,Withdrawn
605136,EEE,2014B,Critical,9.47,Withdrawn
605367,EEE,2014B,Medium,3.63,Pass
605688,EEE,2014B,Medium,3.93,Pass
606025,EEE,2014B,Critical,9.6,Withdrawn
606127,EEE,2014B,Medium,4.49,Fail
606182,EEE,2014B,Medium,4.16,Pass
606290,EEE,2014B,Critical,9.47,Withdrawn
606350,EEE,2014B,High,5.68,Fail
607413,EEE,2014B,Critical,7.7,Withdrawn
607570,EEE,2014B,High,5.56,Fail
607703,EEE,2014B,Critical,9.47,Withdrawn
608152,EEE,2014B,Medium,4.55,Pass
608694,EEE,2014B,Critical,9.33,Withdrawn
609241,EEE,2014B,Critical,9.6,Withdrawn
609383,EEE,2014B,Medium,4.16,Fail
609450,EEE,2014B,Medium,5.14,Fail
609605,EEE,2014B,Critical,7.7,Withdrawn
609645,EEE,2014B,Medium,4.36,Pass
610234,EEE,2014B,Medium,3.55,Distinction
610287,EEE,2014B,High,6.62,Withdrawn
610684,EEE,2014B,Medium,4.49,Pass
610718,EEE,2014B,High,6.46,Fail
610927,EEE,2014B,High,7.45,Withdrawn
611024,EEE,2014B,Medium,4.19,Pass
611407,EEE,2014B,Medium,3.79,Pass
611502,EEE,2014B,Medium,3.81,Distinction
611971,EEE,2014B,High,7.46,Withdrawn
611999,EEE,2014B,Medium,4.69,Fail
612023,EEE,2014B,Medium,5.18,Fail
612124,EEE,2014B,Critical,9.37,Withdrawn
612127,EEE,2014B,Medium,4.59,Pass
612287,EEE,2014B,Critical,9.05,Withdrawn
612327,EEE,2014B,Medium,3.58,Distinction
612397,EEE,2014B,Medium,4.93,Fail
612449,EEE,2014B,Medium,4.0,Pass
612644,EEE,2014B,Medium,4.24,Pass
612673,EEE,2014B,Medium,5.11,Fail
612882,EEE,2014B,Medium,4.62,Fail
613091,EEE,2014B,Medium,4.66,Fail
613116,EEE,2014B,High,6.36,Fail
613120,EEE,2014B,Critical,9.53,Withdrawn
613122,EEE,2014B,Medium,4.65,Pass
613133,EEE,2014B,Medium,3.65,Pass
613213,EEE,2014B,Medium,3.79,Distinction
613387,EEE,2014B,High,6.32,Fail
613501,EEE,2014B,Medium,4.19,Pass
613790,EEE,2014B,Critical,7.79,Withdrawn
614234,EEE,2014B,Medium,4.24,Distinction
614245,EEE,2014B,Medium,3.87,Pass
614754,EEE,2014B,Medium,3.94,Pass
614952,EEE,2014B,Critical,8.91,Withdrawn
615112,EEE,2014B,High,6.52,Fail
615229,EEE,2014B,Medium,3.86,Pass
615242,EEE,2014B,High,5.69,Fail
616386,EEE,2014B,Medium,3.99,Pass
616407,EEE,2014B,High,6.65,Withdrawn
616439,EEE,2014B,Medium,4.78,Pass
616700,EEE,2014B,High,7.36,Withdrawn
616708,EEE,2014B,Medium,4.32,Fail
616831,EEE,2014B,Medium,4.45,Distinction
616927,EEE,2014B,Medium,4.12,Fail
616976,EEE,2014B,Critical,9.33,Withdrawn
617186,EEE,2014B,High,6.59,Fail
617309,EEE,2014B,Critical,8.4,Withdrawn
617331,EEE,2014B,Critical,8.34,Withdrawn
617355,EEE,2014B,Low,3.37,Pass
617365,EEE,2014B,Medium,3.91,Distinction
617418,EEE,2014B,Medium,4.93,Fail
617455,EEE,2014B,Medium,4.74,Pass
617531,EEE,2014B,Medium,4.63,Pass
617898,EEE,2014B,Critical,9.52,Withdrawn
618078,EEE,2014B,Medium,5.22,Fail
618514,EEE,2014B,Critical,9.6,Withdrawn
618571,EEE,2014B,Medium,4.28,Pass
618583,EEE,2014B,Medium,4.3,Pass
618606,EEE,2014B,Medium,4.42,Pass
618619,EEE,2014B,Critical,7.5,Withdrawn
618701,EEE,2014B,Critical,9.6,Withdrawn
618768,EEE,2014B,Critical,9.33,Withdrawn
618777,EEE,2014B,Low,3.3,Pass
618824,EEE,2014B,Medium,3.89,Distinction
618982,EEE,2014B,Medium,4.73,Pass
619006,EEE,2014B,Critical,8.69,Withdrawn
619014,EEE,2014B,Medium,4.33,Pass
619292,EEE,2014B,Low,3.23,Distinction
619369,EEE,2014B,High,7.42,Withdrawn
619380,EEE,2014B,Medium,4.09,Pass
619503,EEE,2014B,Medium,4.03,Pass
619887,EEE,2014B,Critical,9.43,Withdrawn
619927,EEE,2014B,Low,2.82,Distinction
619928,EEE,2014B,Low,3.2,Distinction
620215,EEE,2014B,Medium,4.83,Pass
620260,EEE,2014B,High,6.49,Fail
620369,EEE,2014B,Medium,3.79,Pass
620376,EEE,2014B,Critical,9.46,Withdrawn
620414,EEE,2014B,Medium,4.68,Fail
620434,EEE,2014B,Critical,9.4,Withdrawn
620646,EEE,2014B,Medium,4.29,Pass
620713,EEE,2014B,Critical,9.47,Withdrawn
620716,EEE,2014B,Low,3.4,Distinction
620876,EEE,2014B,Medium,4.72,Fail
620916,EEE,2014B,Medium,4.85,Fail
620918,EEE,2014B,Critical,9.16,Withdrawn
620977,EEE,2014B,Critical,7.71,Withdrawn
621401,EEE,2014B,High,6.48,Fail
621414,EEE,2014B,Medium,4.96,Pass
621619,EEE,2014B,Critical,9.49,Withdrawn
621655,EEE,2014B,Medium,4.54,Pass
621853,EEE,2014B,Critical,9.47,Withdrawn
621906,EEE,2014B,Medium,4.46,Fail
622015,EEE,2014B,Medium,4.46,Fail
622037,EEE,2014B,Medium,4.44,Fail
622280,EEE,2014B,Medium,4.83,Fail
622315,EEE,2014B,Critical,8.23,Withdrawn
622368,EEE,2014B,Medium,4.12,Pass
622398,EEE,2014B,Critical,9.59,Withdrawn
622425,EEE,2014B,Medium,4.47,Pass
622609,EEE,2014B,Medium,4.72,Pass
622812,EEE,2014B,Medium,3.71,Distinction
622948,EEE,2014B,Medium,4.4,Pass
623079,EEE,2014B,Medium,3.75,Pass
623100,EEE,2014B,Medium,3.82,Pass
623105,EEE,2014B,High,6.39,Fail
623111,EEE,2014B,Critical,9.6,Withdrawn
623115,EEE,2014B,Medium,4.57,Fail
